Random KNNWithZScore neigh=15,x
0.7473182555605457,20163
0.745888094765375,20513
0.7447318081158848,20863
0.7442246768668546,21213
0.7425567752194406,21563
0.7413920942036707,21913
0.7405329415012675,22263
0.7396235997290591,22613
0.7386287293779964,22963
0.7379710786406973,23313
0.7376611739827862,23663
0.7364141072230588,24013
0.7354894183824784,24363
0.7343561096216299,24713
0.7336167047764887,25063
0.7331275101700109,25413
0.7328130776750651,25763
0.7319239225197923,26113
0.7317550921887878,26463
0.7300036408589228,26813
0.7289659377788399,27163
0.7289345033491141,27513
0.7284442533001559,27863
0.7281608041231792,28213
0.7270618669292891,28563
0.7267673766026879,28913
0.7259614605491077,29263
0.7252779992913099,29613
0.7245827892706426,29963
0.7245758984960518,30313
0.7239913753852959,30663
0.7234387821146638,31013
0.7233971460736054,31363
0.7224708974139703,31713
0.7222457168846853,32063
0.7219944941034627,32413
0.7217697139477252,32763
0.7215017701045543,33113
0.7213032555203527,33463
0.7203866356373485,33813
0.7196956017490693,34163
0.7189153407709722,34513
0.7183173264449819,34863
0.7180942445496139,35213
0.7175536631419456,35563
0.7170220412208456,35913
0.7170379021152015,36263
0.716461601642447,36613
0.7159718347354012,36963
0.7161482883431047,37313
0.7154916498724261,37663
0.7152939948084337,38013
0.7142608985884329,38363
0.7136989755234397,38713
0.7132398707002696,39063
0.7129336975170596,39413
0.7121250029893429,39763
0.7114592784220793,40113
0.7108728352431729,40463
0.7104139920671131,40813
0.71025307280324,41163
0.709692773048704,41513
0.7089022546355291,41863
0.7084022465226623,42213
0.7076539289372739,42563
0.7078861574334996,42913
0.707320362431574,43263
0.7064761027217336,43613
0.7059646300023413,43963
0.7053505255221558,44313
0.7053081283749889,44663
0.7047856067170112,45013
0.7049341718279319,45363
0.7048559140834757,45713
0.7046216005925252,46063
0.7042917119010155,46413
0.704005967088812,46763
0.7045997181484597,47113
0.7050182765991634,47463
0.704762032737153,47813
0.7047965341621585,48163
0.7048592279739581,48513
0.7049152302720664,48863
0.7045489870231327,49213
0.704294993588947,49563
0.7041915158433301,49913
0.704073029734215,50263
0.704085284590106,50613
0.7041056352575559,50963
0.7038587512627751,51313
0.7039945177364432,51663
0.7033680756895407,52013
0.7032994323265304,52363
0.7031206212757247,52713
0.702566074399407,53063
0.702165378885359,53413
0.7021849627942323,53763
0.7017911665571716,54113
0.7017703883728683,54463
0.7014216413095544,54813
0.701435598888125,55163
0.7007033876407671,55513
0.7003868500554238,55863
0.6999698886611772,56213
0.7001058243583999,56563
0.6998322831653806,56913
0.6998302300832546,57263
0.6995398623379291,57613
0.6997352314326765,57963
0.699105858752224,58313
0.6989782081159187,58663
0.6987019733343955,59013
0.6986346993811866,59363
0.6981877527430549,59713
0.6979539789456652,60063
0.6978488986566244,60413
0.6973748593605501,60763
0.6970061233130009,61113
0.6971669118508023,61463
0.6976253443594519,61813
0.6975313904191915,62163
0.697169728307811,62513
0.6969569758619768,62863
0.6967298326917222,63213
0.6957787704166056,63563
0.6959020773693266,63913
0.6958590387822485,64263
0.6955083506798275,64613
0.6952978882244574,64963
0.6947227113433355,65313
0.6941574042049434,65663
0.6946978202364953,66013
0.6943423143056265,66363
0.6940768922880207,66713
0.6929155923854505,67063
0.6929440864814762,67413
0.6930917755926345,67763
0.6924689740050074,68113
0.692508613797332,68463
0.6917243050810263,68813
0.6923635837944987,69163
0.6926376492818987,69513
0.6920008083653787,69863
0.6921188908824448,70213
0.6915376107476428,70563
0.6915598568056053,70913
0.690543142263413,71263
0.6898895480054036,71613
0.6894772331850121,71963
0.6886826308244636,72313
0.6885641052494281,72663
0.6885309107229985,73013
0.6878460229251799,73363
0.687660743360952,73713
0.6881489625852942,74063
0.687677499230315,74413
0.6875706436589657,74763
0.6869582935250073,75113
0.687485965875604,75463
0.687743847090067,75813
0.6876764160320828,76163
0.6869110086000483,76513
0.6873112500268197,76863
0.6874529141767106,77213
0.6871455436135977,77563
0.6864560022243242,77913
0.6872868924854979,78263
0.6867633102462708,78613
0.6873922913373502,78963
0.6874362619614982,79313
0.6876819741854889,79663
0.6877839105835396,80013
0.687926687498776,80363
0.6875628770730379,80713
0.6867009484565552,81063
0.6866748971667271,81413
0.6856428183214998,81763
0.6846108205293424,82113
0.6840221274613276,82463
0.6848352531132236,82813
0.6844298507876497,83163
0.6834055187583625,83513
0.683363863309944,83863
0.6830637836635207,84213
0.6828697870671628,84563
0.6833538101601312,84913
0.6824527503266153,85263
0.68245203997956,85613
0.6829280098785221,85963
0.6820791374819622,86313
0.6821741930770026,86663
0.6817540217423131,87013
0.6816968046789958,87363
0.6811603818131821,87713
0.6817709528004694,88063
0.6822755067150121,88413
0.6825366333500515,88763
0.682479063905046,89113
0.6810294846786916,89463
0.6804564542914145,89813
0.6805412875076957,90163
