Entropy KNNWithMeans neigh=15,x
0.753881757537424,20163
0.7533873534788772,20513
0.7524231665384249,20863
0.7505126397482232,21213
0.749159621704597,21563
0.7489553053717419,21913
0.7483581137167826,22263
0.7477604420082946,22613
0.7470076420079317,22963
0.746488729736572,23313
0.7467133683749586,23663
0.7462840546060215,24013
0.7456681329727707,24363
0.7444676333220557,24713
0.7441692310138794,25063
0.743545614110637,25413
0.7426299531691918,25763
0.7423227646689606,26113
0.7414239799560972,26463
0.740367337503437,26813
0.73975719069774,27163
0.7389320622534641,27513
0.7387984479572226,27863
0.73814289685236,28213
0.7373380291011521,28563
0.736659069479501,28913
0.7364719939767981,29263
0.735689696817807,29613
0.7348384377373088,29963
0.7342373384636476,30313
0.733531538680158,30663
0.7328064145626466,31013
0.73224435238685,31363
0.7314634740528354,31713
0.7308857430412136,32063
0.7301774694167048,32413
0.7298981824925742,32763
0.7296372777699937,33113
0.728509941070408,33463
0.7281698611446593,33813
0.7277251390673899,34163
0.7271198008560437,34513
0.726469243820458,34863
0.7258120252510818,35213
0.7254472277244877,35563
0.7252539656228243,35913
0.7242844253326212,36263
0.7229795744025326,36613
0.7224126521029289,36963
0.7215047336482806,37313
0.7210504997834278,37663
0.7204740134235256,38013
0.7202645289051436,38363
0.719686165560426,38713
0.7189346551017077,39063
0.7187833290607518,39413
0.7185637960907671,39763
0.718422256757902,40113
0.7178139530025331,40463
0.7173293771494312,40813
0.7173709498851051,41163
0.716979309152141,41513
0.7154541826159061,41863
0.7149537515848641,42213
0.7138836948028243,42563
0.7134525401859777,42913
0.7134450107983555,43263
0.7130743183736039,43613
0.7128035256933714,43963
0.7123915930746276,44313
0.7117795765313395,44663
0.712138800736411,45013
0.7115977803998929,45363
0.7106104414498444,45713
0.7099460032206798,46063
0.7094294273221885,46413
0.708697625663832,46763
0.7083163446438522,47113
0.7077730850491464,47463
0.7077613163701356,47813
0.707316759038763,48163
0.7069968246252556,48513
0.706259836371974,48863
0.7059430301425121,49213
0.7051763368189742,49563
0.704683167884924,49913
0.704584140128073,50263
0.7036699354153891,50613
0.7034763716291289,50963
0.7031020813742366,51313
0.7027001003759609,51663
0.7011260603204734,52013
0.7003857925742528,52363
0.7002995524330656,52713
0.699255278106584,53063
0.6992160872176535,53413
0.6989031379516318,53763
0.6985442252126647,54113
0.698038696234969,54463
0.6974036605825615,54813
0.6972225379380604,55163
0.6968753254015243,55513
0.6959785741690031,55863
0.6953481625546866,56213
0.6956010604505228,56563
0.6955793929162593,56913
0.6948178814384036,57263
0.6947367224099663,57613
0.6942446049785137,57963
0.6937318580522766,58313
0.6936394472021803,58663
0.6935812053071168,59013
0.6932907922971898,59363
0.6932740631795234,59713
0.6933037916098777,60063
0.6924005093603532,60413
0.6913738590848115,60763
0.6908105633160543,61113
0.690564027219612,61463
0.689473844728089,61813
0.6892298028529696,62163
0.6897825256449105,62513
0.6898227564445919,62863
0.6890242665211265,63213
0.6889198487803265,63563
0.6885941220863672,63913
0.687999564993995,64263
0.6877344137196517,64613
0.6868657759241494,64963
0.6867605508556371,65313
0.6858958827834989,65663
0.6858223259168345,66013
0.6855115821801795,66363
0.6851567187762767,66713
0.6849230124976124,67063
0.6840123456234032,67413
0.6846165928304548,67763
0.6846142373449421,68113
0.6840161916350813,68463
0.6835275013773862,68813
0.6832595329230112,69163
0.6828144076330257,69513
0.6825184244490685,69863
0.6827550359395163,70213
0.6828301903992813,70563
0.6827785871882497,70913
0.6832589113871038,71263
0.6829387927249245,71613
0.6831817842886448,71963
0.6830540010934493,72313
0.6832611026926879,72663
0.6823582619664491,73013
0.6826269676330641,73363
0.6819180076527397,73713
0.6810291139994268,74063
0.6807894666455095,74413
0.6804796705701907,74763
0.6791306753951729,75113
0.6783757870566085,75463
0.6779298627359907,75813
0.6778146067492655,76163
0.6774731954800597,76513
0.6781824722477858,76863
0.6774333774348416,77213
0.6769216386317103,77563
0.6759808087183259,77913
0.67644980996512,78263
0.6761288692588783,78613
0.6755335899015503,78963
0.6769448261632911,79313
0.675192869168773,79663
0.6750789393527499,80013
0.6744758413621796,80363
0.6726555330468353,80713
0.670839169290129,81063
0.6709064994279221,81413
0.6697862573758229,81763
0.6692945880665901,82113
0.6676967981096366,82463
0.6679912876027388,82813
0.6680737637299871,83163
0.6693532619897489,83513
0.6701085926219976,83863
0.6690423468976137,84213
0.6679847275260884,84563
0.6677579141530858,84913
0.6672210805480701,85263
0.6669315208879134,85613
0.6660776564124841,85963
0.6672395900386158,86313
0.6676592745784404,86663
0.66761260477378,87013
0.6663084213498349,87363
0.6658286143054635,87713
0.6654138269594502,88063
0.6662545072906068,88413
0.6654832087434155,88763
0.6652269138827951,89113
0.6658206959583752,89463
0.6630685564300516,89813
0.6618017520606336,90163
