QBC vote KNNBasic neigh=10,x
0.8020807678022904,20160
0.8003755444310713,20510
0.8001621515615198,20860
0.7993248529280103,21210
0.7982884985351659,21560
0.7974502626824544,21910
0.7961425358799835,22260
0.7955027595826344,22610
0.7943074330436586,22960
0.7925779788565593,23310
0.7917845790367067,23660
0.7906639848701611,24010
0.7891259136452518,24360
0.7878954780889537,24710
0.7866649632586091,25060
0.7861647290159479,25410
0.7858683776747762,25760
0.7854328717803158,26110
0.7843389202143487,26460
0.7837432893800279,26810
0.7831691213754051,27160
0.7827614371873717,27510
0.7821411912226248,27860
0.7810657412439943,28210
0.7799209211339597,28560
0.7788997982503119,28910
0.7777241247077205,29260
0.7770159679934256,29610
0.7758199937285167,29960
0.7755385176628633,30310
0.7749520199026275,30660
0.773972143483034,31010
0.7727897929826795,31360
0.7731472793074313,31710
0.7716758731363315,32060
0.7710562021718169,32410
0.770255706512321,32760
0.7696110381657811,33110
0.7688986482064117,33460
0.7685030611249611,33810
0.7686937282702374,34160
0.7680373306906775,34510
0.767756744451588,34860
0.7669411444375054,35210
0.7664089064602834,35560
0.7657297326884969,35910
0.7648307982636393,36260
0.7646687361478985,36610
0.7640396886835944,36960
0.7627866200264007,37310
0.761890050941183,37660
0.7611658439745796,38010
0.7613112738613069,38360
0.7604525936552072,38710
0.7601218447096892,39060
0.7598773451654939,39410
0.7599256128693712,39760
0.7595523527793208,40110
0.7592225837499356,40460
0.7590466491414154,40810
0.7582383755577873,41160
0.7577430130354292,41510
0.7565084836162864,41860
0.7557670139619335,42210
0.7554084878480243,42560
0.7547663748531988,42910
0.7540823143895539,43260
0.75453223408621,43610
0.7532963013145305,43960
0.7524858816035639,44310
0.7527049468660755,44660
0.7524396123923428,45010
0.752331560245072,45360
0.7515823339105108,45710
0.7509947892766226,46060
0.7509195262311392,46410
0.7509028215637821,46760
0.7502448118229298,47110
0.7497653655318226,47460
0.7495047422790649,47810
0.7494034186644913,48160
0.7487927201760268,48510
0.748178609600845,48860
0.7479915652733267,49210
0.7473113260723293,49560
0.7470251069421998,49910
0.7467281386605094,50260
0.7467453186983074,50610
0.7457162504919255,50960
0.745087229921021,51310
0.7443387790184521,51660
0.7442203395697627,52010
0.7435439459427583,52360
0.7438445370930018,52710
0.7441475086303604,53060
0.7437154993509322,53410
0.7434537347949719,53760
0.7428809315696786,54110
0.7424803234160791,54460
0.7418600309938704,54810
0.7415828839111775,55160
0.7408845581145768,55510
0.741181690359299,55860
0.7407904126320018,56210
0.7402178480249069,56560
0.7401876109943573,56910
0.7397239862435122,57260
0.7394314171373692,57610
0.7390259750916406,57960
0.7387710381337725,58310
0.7384719237491725,58660
0.7383777066464111,59010
0.7384075231862239,59360
0.7376899708499112,59710
0.7376766449769019,60060
0.735784818483617,60410
0.7353778742525255,60760
0.7355140271052035,61110
0.7362458132262415,61460
0.735606095366939,61810
0.7351728069477518,62160
0.7339050316575069,62510
0.733721856665478,62860
0.7328772932231036,63210
0.7328533918385973,63560
0.7321407452108961,63910
0.7325560448464897,64260
0.7317200673177339,64610
0.7323058783421852,64960
0.7323135772888789,65310
0.7316003344615291,65660
0.7316611582768033,66010
0.7316285904596712,66360
0.7320088385316889,66710
0.7317046746112514,67060
0.7318692878091312,67410
0.7318010358411572,67760
0.7313472379935032,68110
0.7309292169870399,68460
0.7311087414973454,68810
0.7307438386828397,69160
0.7300444792093749,69510
0.7291153274519219,69860
0.7291943837483597,70210
0.728364982194993,70560
0.7289010407968198,70910
0.7283389043030926,71260
0.7272675535567001,71610
0.727194712786789,71960
0.7264557393843287,72310
0.7263831666199847,72660
0.7259553944439427,73010
0.7254651476633793,73360
0.7255090226244562,73710
0.7252966739848694,74060
0.7250476336723629,74410
0.7262033864081536,74760
0.7251254268672969,75110
0.7247519548457382,75460
0.7246103279999012,75810
0.7245054972273614,76160
0.7247569495379576,76510
0.7236952545715089,76860
0.7234813314987089,77210
0.7232730630236646,77560
0.7234152915530153,77910
0.7226219884147435,78260
0.722956362674081,78610
0.7229579186674078,78960
0.72317703353071,79310
0.7221003036885766,79660
0.7205152277688716,80010
0.7200847295170436,80360
0.7196912400502695,80710
0.7192179348750369,81060
0.7183940846677941,81410
0.7179840805503617,81760
0.7178317767109337,82110
0.7171670904652575,82460
0.7184155457418158,82810
0.7189614729350361,83160
0.7181150112146023,83510
0.7178147822978495,83860
0.7172066786304876,84210
0.7168820766390881,84560
0.7164109643560679,84910
0.7164192933842467,85260
0.7147460288919403,85610
0.7146970760247083,85960
0.7129871282303485,86310
0.7133248289194328,86660
0.7127218183394644,87010
0.7118363190715566,87360
0.7122243336274348,87710
0.7126236058178409,88060
0.7121985409983802,88410
0.7104295958374304,88760
0.7084923404426459,89110
0.7101320047974009,89460
0.7111803277644504,89810
0.7109647000878566,90160
