Entropy KNNBasic neigh=20,x
0.8010672829564079,20163
0.8000856645927567,20513
0.7988973136711623,20863
0.7976795924829103,21213
0.7971239518192365,21563
0.795610636393318,21913
0.7947212528467971,22263
0.7940619770993291,22613
0.7926553145865606,22963
0.7913564314553866,23313
0.7909479641593588,23663
0.7901219876380875,24013
0.7894532163970869,24363
0.7886106673146178,24713
0.7881106611407301,25063
0.7871282533904872,25413
0.7865241727534064,25763
0.7846185550122033,26113
0.783968209129162,26463
0.7826442662927643,26813
0.7814049876980124,27163
0.7805104537047212,27513
0.7794180827966548,27863
0.778700584361699,28213
0.7781515977467796,28563
0.7771211901546305,28913
0.7761468732711915,29263
0.7750626662452871,29613
0.7746775087572756,29963
0.7738754930480493,30313
0.7729875343081677,30663
0.7720402258363561,31013
0.7714733165300097,31363
0.7708732352337013,31713
0.7697525864412458,32063
0.7694415946436532,32413
0.7684694942683954,32763
0.7677632247844597,33113
0.7671600636003574,33463
0.7667598693380514,33813
0.766505208026464,34163
0.7660407295300421,34513
0.7649854303259147,34863
0.7641395783517719,35213
0.7636641659486356,35563
0.7625374462003291,35913
0.7616781762497711,36263
0.7601954858504099,36613
0.7602825983807991,36963
0.7599362546666838,37313
0.7595150353476505,37663
0.7586267410479459,38013
0.7584762411398336,38363
0.75773899393884,38713
0.7570486259176756,39063
0.7562715030984491,39413
0.7554632119265577,39763
0.7548163558348345,40113
0.7544736928532114,40463
0.7536600167082993,40813
0.7527376676195993,41163
0.7525501736284126,41513
0.7517007109576763,41863
0.7509527683933547,42213
0.7506394938237856,42563
0.750165763947035,42913
0.7488669985114316,43263
0.7479310894118313,43613
0.7475496681100812,43963
0.7473497134088469,44313
0.745944650653581,44663
0.7453257844163251,45013
0.7450090915425509,45363
0.7440710408890132,45713
0.7433246921475236,46063
0.7431797820228265,46413
0.742376852043064,46763
0.7414408794811881,47113
0.7405471032087174,47463
0.7397236353995386,47813
0.738917447023885,48163
0.7384506208345374,48513
0.7371301260813543,48863
0.7357612235276912,49213
0.7350057081208172,49563
0.7347903419901447,49913
0.7333645349253084,50263
0.7327707907707863,50613
0.7318705363684431,50963
0.7307973169110813,51313
0.7302322057858258,51663
0.7297895340076648,52013
0.7290598830933188,52363
0.7284675009471523,52713
0.7280069763981912,53063
0.7279840126220958,53413
0.7272253892345782,53763
0.7267477417240983,54113
0.7260693632534038,54463
0.7257930490626257,54813
0.7255134355158771,55163
0.7253852320767261,55513
0.7251604034290914,55863
0.7236188517545281,56213
0.7236012585018093,56563
0.7234810570423886,56913
0.7237874952185963,57263
0.723672666065649,57613
0.7235364880809838,57963
0.7229975838351026,58313
0.7229235113457612,58663
0.7226693935778917,59013
0.7225409178975022,59363
0.7218613936657333,59713
0.7214185978146846,60063
0.7212372615505921,60413
0.7206674640913936,60763
0.7195790517512706,61113
0.7202105176823216,61463
0.7193037934671841,61813
0.7192346612329632,62163
0.7196071818386126,62513
0.7189868536218651,62863
0.7181750510496056,63213
0.7180681334377975,63563
0.7168661098600844,63913
0.7169250673400672,64263
0.7163944773762889,64613
0.7161586414436699,64963
0.7151619963941563,65313
0.7149239382568078,65663
0.7141966250863397,66013
0.7140557016925676,66363
0.7126320423854207,66713
0.7114411008928315,67063
0.7113389220190844,67413
0.710221534206925,67763
0.7100562037705899,68113
0.7094512251746337,68463
0.7086890600304288,68813
0.7079155651582143,69163
0.7076812304866243,69513
0.7072216363809556,69863
0.7069230867292053,70213
0.70505931094335,70563
0.7046475416649091,70913
0.7048001574900888,71263
0.7043815514496465,71613
0.7051696918198197,71963
0.7050153422889376,72313
0.7044300478178519,72663
0.7035711089035853,73013
0.702561125413833,73363
0.7015410842976018,73713
0.6999570109608878,74063
0.7005116286412918,74413
0.7008002824646704,74763
0.7009903453796358,75113
0.6997884903509916,75463
0.6988860377300039,75813
0.6984195494037079,76163
0.6977423714324482,76513
0.6970182667544134,76863
0.6955208889352998,77213
0.6939161789384487,77563
0.6941665613010949,77913
0.6922339170751617,78263
0.6912753838486618,78613
0.6892097040436242,78963
0.6876061253780711,79313
0.6878995719381447,79663
0.6886180623856156,80013
0.6875531782997603,80363
0.6871281785344984,80713
0.6871705776841682,81063
0.686078740529551,81413
0.6849967277001663,81763
0.6849936493076694,82113
0.685007360936264,82463
0.6843479613453204,82813
0.683537318537748,83163
0.6832048622636676,83513
0.6835719549247826,83863
0.6823078332204243,84213
0.682102532721406,84563
0.680231978786875,84913
0.67921286382518,85263
0.6796919804252362,85613
0.679586263109073,85963
0.6775679029950177,86313
0.6783678878144985,86663
0.677053086129764,87013
0.6768043136859919,87363
0.6752518276597455,87713
0.6737670579071634,88063
0.6712516812031811,88413
0.6697414068229621,88763
0.6681665861518622,89113
0.6677314915880351,89463
0.6679360631284441,89813
0.6669715758000654,90163
