Random KNNWithZScore neigh=10,x
0.7495711756267083,20163
0.7488628901628737,20513
0.747911705132153,20863
0.7462548618292457,21213
0.7453813209550131,21563
0.7447663572023365,21913
0.7444915654689032,22263
0.743950426096717,22613
0.7424371126051041,22963
0.7406140955052063,23313
0.7401500770484943,23663
0.7398283797665274,24013
0.7394759964707398,24363
0.7389699526191823,24713
0.738446404326033,25063
0.7369744314415827,25413
0.7358590191633051,25763
0.7345787242333883,26113
0.7336703052747379,26463
0.7325305058037026,26813
0.7325660074362866,27163
0.7321013376377287,27513
0.7308325239782851,27863
0.7301418137259289,28213
0.7292356886544605,28563
0.7290540228106822,28913
0.7286850555829933,29263
0.7284107767387485,29613
0.7282418755864262,29963
0.7275896069222715,30313
0.726893952910884,30663
0.7260482884138997,31013
0.7252544780173028,31363
0.7245322932331629,31713
0.7247740631524568,32063
0.7245424561123741,32413
0.7242340008318341,32763
0.724018948186584,33113
0.7231494238945648,33463
0.723474200532734,33813
0.7230657127578487,34163
0.7226488343219507,34513
0.7223488568574131,34863
0.7215929662945422,35213
0.721309974076807,35563
0.7208676969699547,35913
0.7208102932429715,36263
0.7205010390155112,36613
0.7201771324523711,36963
0.7193832009092012,37313
0.7193031590690371,37663
0.7190867382805263,38013
0.7180406559059332,38363
0.7182333077292252,38713
0.7182040082389507,39063
0.7176291236546299,39413
0.717331741267474,39763
0.7167369098905672,40113
0.7164451321784218,40463
0.7161440054251419,40813
0.7162946209755612,41163
0.7155717785672124,41513
0.7153995808027452,41863
0.7152453872798085,42213
0.7157645141539737,42563
0.7152020937442602,42913
0.7150325975364935,43263
0.714477054733384,43613
0.7140459384226421,43963
0.7135924981042009,44313
0.7127898216617862,44663
0.7125118954697446,45013
0.7123133707937956,45363
0.7121776077200715,45713
0.7117927494590297,46063
0.7122854476736232,46413
0.71218346297625,46763
0.7114011788763516,47113
0.7112707142725545,47463
0.7107201326166228,47813
0.7104065732745312,48163
0.710074994216204,48513
0.7100046063120923,48863
0.709818783033327,49213
0.7088852087944513,49563
0.7091845321007904,49913
0.7082963952943877,50263
0.7081097425150983,50613
0.7081037684661964,50963
0.708240837175853,51313
0.7082092045657692,51663
0.7076423875383673,52013
0.7084270797918615,52363
0.708397853000288,52713
0.7078816441667687,53063
0.7075960020365462,53413
0.707696525719307,53763
0.7078593974909438,54113
0.7075780652437467,54463
0.707204354748752,54813
0.7069972392812568,55163
0.706510634055498,55513
0.7065347395929817,55863
0.7066153035132884,56213
0.7065174363034445,56563
0.7072105162952523,56913
0.7075257866152882,57263
0.7069984792801759,57613
0.7062644964434844,57963
0.7060437369744168,58313
0.7059303606321982,58663
0.7054524014515114,59013
0.7052945378696734,59363
0.7052040733434675,59713
0.7047585721093422,60063
0.7049233698329535,60413
0.7046956513718698,60763
0.7044939192119413,61113
0.7041715702193291,61463
0.7042431788975991,61813
0.7040047170292094,62163
0.7033310016260327,62513
0.703270423125707,62863
0.7024629890356427,63213
0.7028956127423935,63563
0.7027351011699152,63913
0.7020039721992607,64263
0.7020938199448686,64613
0.7018419057362881,64963
0.7026961308896412,65313
0.702576739893056,65663
0.7026092767429245,66013
0.7015651013374945,66363
0.7014858439711004,66713
0.7006731828774773,67063
0.7004888351496213,67413
0.6996829959455996,67763
0.6995572294140223,68113
0.6990476294064136,68463
0.6989928946270747,68813
0.6990599119505838,69163
0.6991021940385832,69513
0.6987538206982071,69863
0.6987789291049298,70213
0.6991714051088488,70563
0.6985698086723702,70913
0.6979121145668303,71263
0.6977550122080421,71613
0.6976083007714985,71963
0.6972434742153737,72313
0.6977306004616362,72663
0.6974506231239852,73013
0.6970423735959177,73363
0.696960921616824,73713
0.6979429657704489,74063
0.6981777734981022,74413
0.6976758347457492,74763
0.6974509615490324,75113
0.6974256718390819,75463
0.6967055240670145,75813
0.6968417692783538,76163
0.69710220648599,76513
0.6955702240993832,76863
0.696302225979315,77213
0.695101072476087,77563
0.6950564211009989,77913
0.6949774744321598,78263
0.6953807506683575,78613
0.696573656693461,78963
0.6972995940137122,79313
0.6968296776256236,79663
0.6978531348700096,80013
0.6971518348628658,80363
0.6956305444673457,80713
0.6944743423690714,81063
0.6946203736348491,81413
0.6940441293387166,81763
0.6938534323289329,82113
0.6930778968848084,82463
0.6929167047067704,82813
0.6931860917821135,83163
0.6933197138580968,83513
0.6928585718917741,83863
0.6943293806785296,84213
0.694244775782454,84563
0.6938667797902438,84913
0.6943017756588005,85263
0.6936677163224398,85613
0.6953946254870889,85963
0.6957369114672701,86313
0.695368320938964,86663
0.6946949902533605,87013
0.6949477684078904,87363
0.694284976745938,87713
0.6948387145048097,88063
0.6956470001007228,88413
0.6969225527967331,88763
0.6950234954512835,89113
0.6933000204484816,89463
0.6957034798937409,89813
0.6962673690196899,90163
