Entropy KNNBasic neigh=10,x
0.802149702295042,20163
0.800238839466268,20513
0.7985275114308327,20863
0.7978245534561829,21213
0.7971606960570837,21563
0.7955484590863506,21913
0.79417039765894,22263
0.7929172701311326,22613
0.7918768947537036,22963
0.7906862519242102,23313
0.7898692725187734,23663
0.7889197757659323,24013
0.7876187814461486,24363
0.7871691599246652,24713
0.7859996316508947,25063
0.7842900102561902,25413
0.783100152353695,25763
0.7824355966671546,26113
0.7814212411017037,26463
0.7809885057564664,26813
0.7804243573402829,27163
0.7792579109750117,27513
0.7780612713744159,27863
0.7773676782781019,28213
0.776990369786808,28563
0.7754300325179817,28913
0.7747120108863648,29263
0.7737117200560485,29613
0.7733254996998653,29963
0.7722755399182889,30313
0.7716746109097978,30663
0.7704388753832947,31013
0.7694203861174703,31363
0.768803845445678,31713
0.7678238671347266,32063
0.7670002107369569,32413
0.7659825557691555,32763
0.7659279931377956,33113
0.7653222488188939,33463
0.7641300750885263,33813
0.7632306488902046,34163
0.762864382899293,34513
0.762113192713122,34863
0.7615452733106122,35213
0.7603029436065066,35563
0.7592532973296077,35913
0.7588041974746192,36263
0.7581311676352585,36613
0.7577970245798162,36963
0.7572363805756485,37313
0.7566630403334602,37663
0.7558473649881795,38013
0.755674425701041,38363
0.7549340595748045,38713
0.7551875229135527,39063
0.7548071405128004,39413
0.7539340297192616,39763
0.7535445083569738,40113
0.7528047542821491,40463
0.752193501829838,40813
0.751607446597545,41163
0.7506888786103956,41513
0.7498682666734229,41863
0.7489087628080372,42213
0.7483369319523849,42563
0.7478719461971695,42913
0.7469877276612951,43263
0.7464445176390146,43613
0.7466556855674096,43963
0.7462485018628543,44313
0.7450009019136,44663
0.7443543652394886,45013
0.7441519024407895,45363
0.743928280516552,45713
0.7428074373330423,46063
0.7429130598092744,46413
0.7424587232040928,46763
0.7426457591404417,47113
0.7425125633797354,47463
0.7424742058071786,47813
0.7418381750496401,48163
0.7416375885882188,48513
0.7410189588534917,48863
0.7399014113377042,49213
0.7397216349865271,49563
0.7388995461859483,49913
0.7382219577600011,50263
0.7375308540771564,50613
0.736722266915635,50963
0.7368278909404863,51313
0.7360875190915129,51663
0.7351178640338064,52013
0.7344659310279643,52363
0.733519926287467,52713
0.7333337318711878,53063
0.7326628117811095,53413
0.7316519369967043,53763
0.7309705549619796,54113
0.7309679684621453,54463
0.7310155935409051,54813
0.7307176378016406,55163
0.7295056967544645,55513
0.728778187177545,55863
0.7281329035723494,56213
0.7285135631393044,56563
0.7282450273417476,56913
0.7276457126416165,57263
0.7269216836402125,57613
0.726005506458397,57963
0.7260052183492595,58313
0.7259621144512457,58663
0.7249964210360905,59013
0.7237827598949507,59363
0.7231370860031703,59713
0.7230838345577165,60063
0.7228166315432746,60413
0.7224892637838036,60763
0.7219985491839083,61113
0.7220123682222263,61463
0.7210281560959817,61813
0.7202330239193718,62163
0.7194900507888274,62513
0.718699921692282,62863
0.7177149616096742,63213
0.7167738245221849,63563
0.7162763120875568,63913
0.7161113673428566,64263
0.7151744386084912,64613
0.7147427342474789,64963
0.7147244153991013,65313
0.7141678058401805,65663
0.7142560311046325,66013
0.7140822851834678,66363
0.71307173404712,66713
0.7127176159887197,67063
0.712406258936214,67413
0.7124840941672506,67763
0.711583611148716,68113
0.71092304128449,68463
0.7095418274466944,68813
0.7091158642748657,69163
0.708322168455245,69513
0.7074465632174487,69863
0.7070002565340073,70213
0.7057649081169657,70563
0.7057986289189913,70913
0.7039797272738788,71263
0.7027448458759722,71613
0.7024912525905488,71963
0.7030169724742178,72313
0.7018294984391321,72663
0.7014941550933589,73013
0.7022234919208291,73363
0.7014027604326741,73713
0.7011720736930436,74063
0.701166484292915,74413
0.7013549980826055,74763
0.7016476984993754,75113
0.7023509981305033,75463
0.7013476888825156,75813
0.7016205624897036,76163
0.7017457238047424,76513
0.7014250530932441,76863
0.7003262012997677,77213
0.6992713573510819,77563
0.6989766269243335,77913
0.6986057707241261,78263
0.6993611302489261,78613
0.6998368265490373,78963
0.6990039217479123,79313
0.6983249435273161,79663
0.6974955598581122,80013
0.6971619127903411,80363
0.6954104017623397,80713
0.6943132387886768,81063
0.6935702211511746,81413
0.6940510836893673,81763
0.6927336725766148,82113
0.6927818060703982,82463
0.6931041162881548,82813
0.6925202965897406,83163
0.6926659189735866,83513
0.6908536852510038,83863
0.6902647884306785,84213
0.690474634457161,84563
0.6896613803889104,84913
0.6863611844884221,85263
0.6861526615320336,85613
0.6844657454288292,85963
0.6830797837386601,86313
0.6827242957928255,86663
0.6817510873272475,87013
0.6805323648563045,87363
0.6801035594001779,87713
0.6822559570809765,88063
0.6800404484945368,88413
0.6776367744255966,88763
0.6751082484272874,89113
0.6747614961759933,89463
0.6762792485709676,89813
0.6760952115593436,90163
