Random KNNBaseline neigh=20,x
0.7334765140956955,20163
0.7316805625963699,20513
0.7306635997202287,20863
0.7294040332676363,21213
0.7283605860833763,21563
0.7274259906591687,21913
0.7263262897535491,22263
0.7257839713386464,22613
0.724846708889244,22963
0.7238540821594093,23313
0.7233601113902394,23663
0.7220093473363366,24013
0.7200171908902592,24363
0.7192298789172671,24713
0.7178965140604844,25063
0.7167477836567417,25413
0.7156044023597398,25763
0.71478059544678,26113
0.7135011486492443,26463
0.7129009703285958,26813
0.7124611052317178,27163
0.7115394751454595,27513
0.7109523281810347,27863
0.7100587088742937,28213
0.7095895716476165,28563
0.708801241979603,28913
0.707993385544698,29263
0.7073781019339304,29613
0.7064361640032545,29963
0.7052828151776855,30313
0.7048003606445392,30663
0.704561974773976,31013
0.7042205687999459,31363
0.7039409978429954,31713
0.7035593499410433,32063
0.7028078904252303,32413
0.7022134514652206,32763
0.7009632032465326,33113
0.7011897039796792,33463
0.7006014227801277,33813
0.7001418354112771,34163
0.6997996184417485,34513
0.6988850759616302,34863
0.6982650523846025,35213
0.6977556347267306,35563
0.6974258075272441,35913
0.6971357074341524,36263
0.696772953952497,36613
0.6965770876990902,36963
0.6958816500362376,37313
0.695706583224999,37663
0.6953377083283364,38013
0.6949047546383921,38363
0.6945807772195399,38713
0.6941563494347014,39063
0.6939702079770653,39413
0.693586151540361,39763
0.6928158025131452,40113
0.6925335556887486,40463
0.6921906786655243,40813
0.6914794252240078,41163
0.6912501712285661,41513
0.6908351793489538,41863
0.6907688767762538,42213
0.690824720854352,42563
0.6904717210631774,42913
0.6904558021274749,43263
0.6906119159745787,43613
0.6902628477570392,43963
0.6903417965881741,44313
0.6902356277930364,44663
0.69044580609422,45013
0.690046779995061,45363
0.6894774629298224,45713
0.6893155735515605,46063
0.6889115650445363,46413
0.6884320608664438,46763
0.688027464573233,47113
0.6879852683064573,47463
0.687571358924866,47813
0.6866202733471045,48163
0.6864839261155338,48513
0.6865376956488826,48863
0.6858754432530879,49213
0.6858552076403318,49563
0.6855460134873446,49913
0.6847653675920543,50263
0.6839108735716427,50613
0.6836590271833171,50963
0.6835770830956069,51313
0.6834192942062008,51663
0.6833111868738739,52013
0.6828048806559788,52363
0.6822618101812555,52713
0.6816418794842618,53063
0.6809688219540478,53413
0.680449517359372,53763
0.6805658883712583,54113
0.6801999633546818,54463
0.680368366177748,54813
0.6803045502602328,55163
0.6797205482490362,55513
0.6792754976345678,55863
0.6786490959283636,56213
0.6781587210412648,56563
0.6777633041382274,56913
0.6778878954744502,57263
0.6778848761764419,57613
0.6775592408003074,57963
0.6773669569590656,58313
0.6772591253804476,58663
0.6772473680143847,59013
0.6771184782700919,59363
0.6770724488078185,59713
0.6770808097873215,60063
0.6769907476442552,60413
0.676772948869438,60763
0.6764823806839612,61113
0.6765373585115331,61463
0.676574330175193,61813
0.6761349429488682,62163
0.6758190059412479,62513
0.6754060801368733,62863
0.6757072522263142,63213
0.6751821743208424,63563
0.6747984229938557,63913
0.6745671548016675,64263
0.6745749663601774,64613
0.6742675702966654,64963
0.6745149649458451,65313
0.6741872974991213,65663
0.6741043098729278,66013
0.6739670841041067,66363
0.6741600231455671,66713
0.6741517260258612,67063
0.6738541452791686,67413
0.6736826270468487,67763
0.6731379730917535,68113
0.6735734353330645,68463
0.6735746913423818,68813
0.6731502608802666,69163
0.672626868117861,69513
0.6721829700446205,69863
0.6724657752451599,70213
0.672275678359372,70563
0.6722151843425249,70913
0.6715305390343433,71263
0.6713278968401625,71613
0.6709308095066098,71963
0.6708136263628993,72313
0.6712445705602696,72663
0.6713667702897961,73013
0.6707385619886662,73363
0.6701789953806588,73713
0.6693080576643229,74063
0.66895733120936,74413
0.6688791374616377,74763
0.6678106552602016,75113
0.6678488655093603,75463
0.6675561259171354,75813
0.6677313991683562,76163
0.6673785185797086,76513
0.6671632611574181,76863
0.6670044278908105,77213
0.6674249485729102,77563
0.6673394475120713,77913
0.6673325278330611,78263
0.6677927464172558,78613
0.6672502508397815,78963
0.6674428109811291,79313
0.6678130452707414,79663
0.6677379058162017,80013
0.667832124229084,80363
0.6667509026511842,80713
0.6673491262239261,81063
0.6671293197283654,81413
0.6659278904430475,81763
0.6658258028299627,82113
0.6661565756695499,82463
0.6657816302716529,82813
0.6654775795846678,83163
0.6645710856367447,83513
0.6649014384433247,83863
0.6644011471920137,84213
0.6649056039249664,84563
0.6634222372220422,84913
0.6638408830281104,85263
0.6639444250093506,85613
0.663881946472813,85963
0.6642212172624138,86313
0.663985838125268,86663
0.6631355071966952,87013
0.6629894784502058,87363
0.6628668393462713,87713
0.6640001673973391,88063
0.663294577099118,88413
0.6629550215770192,88763
0.6624876317317151,89113
0.6642699888127473,89463
0.6635095805173935,89813
0.6623771498757157,90163
