QBC max disagreement KNNBasic neigh=10,x
0.8022016866968132,20160
0.8010279118148551,20510
0.8000081499621933,20860
0.7984860496259096,21210
0.796859740591733,21560
0.7954306442922228,21910
0.7939017275440776,22260
0.7925733577926115,22610
0.7923070699760789,22960
0.7912648346070909,23310
0.7904749773644222,23660
0.78980473535908,24010
0.7887226833058061,24360
0.7877605318915152,24710
0.7868366042372212,25060
0.785864077779151,25410
0.7856602749599231,25760
0.7848031838472136,26110
0.7846628228381074,26460
0.7837524011074841,26810
0.7832277541407474,27160
0.7823853998265071,27510
0.7819441297646389,27860
0.7812306361547326,28210
0.7799395448375824,28560
0.7788764979778837,28910
0.7779637029234795,29260
0.7776110261791317,29610
0.7769424979438118,29960
0.7765026167426662,30310
0.7755696879856071,30660
0.7748228066161579,31010
0.7742927827872139,31360
0.773747738626812,31710
0.7734161574046602,32060
0.7734660644048642,32410
0.7731819399378721,32760
0.772911126845688,33110
0.7722755016376701,33460
0.7707581706661875,33810
0.7693194314187585,34160
0.7685956198968606,34510
0.7682048005995424,34860
0.7674528206187977,35210
0.7669063941194487,35560
0.7659844427679527,35910
0.7653488055317177,36260
0.76491272711135,36610
0.7633989294773922,36960
0.7629685455550506,37310
0.7621844787230868,37660
0.7618708998428919,38010
0.7614730878951453,38360
0.7612618488581082,38710
0.7610102112545186,39060
0.7596172836111095,39410
0.7589296804772032,39760
0.758526201767443,40110
0.7582492544460173,40460
0.7575772147266073,40810
0.7570950164469942,41160
0.7564047707867444,41510
0.7555390158915676,41860
0.7550910895321412,42210
0.7545965682489688,42560
0.753799070620698,42910
0.7539631985323584,43260
0.7529517284509654,43610
0.7525121583074739,43960
0.7521055334774888,44310
0.7513817550903057,44660
0.7504599936510354,45010
0.750103795395174,45360
0.7499487827135167,45710
0.7499824419940994,46060
0.7495275458882209,46410
0.7488527131979452,46760
0.7483055043836446,47110
0.747577781622455,47460
0.7470268661164379,47810
0.7464349646918702,48160
0.7463959393087496,48510
0.7462637536441925,48860
0.7460583083787208,49210
0.7453317273884875,49560
0.7448190917095721,49910
0.7444663206249532,50260
0.744357397514941,50610
0.7447624862486152,50960
0.7445066216464857,51310
0.7439597342147175,51660
0.7435992581461636,52010
0.7433263907455483,52360
0.7431506280950718,52710
0.743574089560128,53060
0.7431958729009336,53410
0.742744892521126,53760
0.7423168080117106,54110
0.7421488922712556,54460
0.7415926908454732,54810
0.7412448794926458,55160
0.7412194896338262,55510
0.7415483158874077,55860
0.7414086346575887,56210
0.7404842586274684,56560
0.7402892159585536,56910
0.7404665811192886,57260
0.7404380110280662,57610
0.741031463659138,57960
0.7403536824768284,58310
0.7399064315112929,58660
0.7397388483273358,59010
0.7400362578400647,59360
0.7401571401189424,59710
0.739274555525717,60060
0.7391279227027608,60410
0.7383944568188539,60760
0.7380940871836452,61110
0.7375985980914167,61460
0.7374482455880769,61810
0.7372931612200426,62160
0.7368079507201923,62510
0.7371226929002369,62860
0.737285223427495,63210
0.736510911064914,63560
0.7367941051152685,63910
0.7366078718753248,64260
0.7350122491053226,64610
0.734719825457573,64960
0.7351458206564464,65310
0.7340453021622682,65660
0.7329253253151843,66010
0.7329910661744365,66360
0.7328464466977845,66710
0.7322878416518485,67060
0.7318354523111372,67410
0.7312218009417722,67760
0.7310494854143336,68110
0.7294683410486306,68460
0.7302599408685034,68810
0.7309137697249987,69160
0.7303332519135359,69510
0.7298340586739125,69860
0.7298338439280674,70210
0.7294448430233772,70560
0.7294223472234094,70910
0.7290701947956747,71260
0.7285364517550853,71610
0.7290662854223137,71960
0.7290223264324276,72310
0.7282997320048276,72660
0.7292590548281207,73010
0.7286757872457971,73360
0.7287417542906901,73710
0.7292423804649661,74060
0.729870927121464,74410
0.7301991650066455,74760
0.7304421277540134,75110
0.7289694165115339,75460
0.7288770496544681,75810
0.72825093895479,76160
0.7277462932710388,76510
0.7284366166947557,76860
0.7285910885897554,77210
0.7280442462991069,77560
0.728952964217989,77910
0.7294391129594516,78260
0.7300479319566596,78610
0.7301710782391654,78960
0.7309087191621986,79310
0.7307875158483503,79660
0.7305545249352866,80010
0.730634444723426,80360
0.7308723768065613,80710
0.7303789862522722,81060
0.7302083657779932,81410
0.7307953197664829,81760
0.7299483454868176,82110
0.7300949287337669,82460
0.729292645997314,82810
0.7297407048843426,83160
0.7298502299721294,83510
0.7291965417045079,83860
0.7289983634514267,84210
0.7289404187115749,84560
0.7286940201704261,84910
0.7296919913621597,85260
0.7300213947231242,85610
0.7315758954026442,85960
0.7308418647353772,86310
0.7320412639976839,86660
0.7315242434139192,87010
0.730070911866974,87360
0.7282071666895186,87710
0.7265414331855824,88060
0.7269463327573413,88410
0.7253758101113191,88760
0.7244282979479889,89110
0.7235691662671878,89460
0.7235850043606097,89810
0.7231746177398404,90160
