QBC consensus KNNBasic neigh=15,x
0.8012179701872236,20160
0.8004936943098631,20510
0.8003344431199241,20860
0.7996066722519052,21210
0.7986529682488047,21560
0.7977436219218642,21910
0.7969307489314362,22260
0.7963037358147852,22610
0.795396829909265,22960
0.7948024415749225,23310
0.7940596115707933,23660
0.793225034039207,24010
0.7924399712708078,24360
0.7918687059658157,24710
0.79095626400468,25060
0.7908390595864833,25410
0.7897277698631874,25760
0.789124311029492,26110
0.7885761313414146,26460
0.7880248765053357,26810
0.7870986758120153,27160
0.7865330508615803,27510
0.7859524611758214,27860
0.7857600081544978,28210
0.7850621878595008,28560
0.7847494768476838,28910
0.7845500490080398,29260
0.784227092916884,29610
0.7835619445809617,29960
0.7824078048615638,30310
0.7819734642202021,30660
0.780558412487807,31010
0.7793435170860601,31360
0.7785949865894042,31710
0.7778469913062138,32060
0.7769034412444544,32410
0.7766195047275082,32760
0.7747661581800499,33110
0.7739610256678604,33460
0.77315685201099,33810
0.7723790143166298,34160
0.7716573165303378,34510
0.7705566999844495,34860
0.7696404034305224,35210
0.7688242524027176,35560
0.7683534873508125,35910
0.7676428849847117,36260
0.7671505084344317,36610
0.7662717349815674,36960
0.7649650734648132,37310
0.7640681577711306,37660
0.7627759357749506,38010
0.7620506676307304,38360
0.7617713691180047,38710
0.7613732243640312,39060
0.760985552197298,39410
0.7605881876059144,39760
0.7597526250912939,40110
0.7597073873246017,40460
0.7584646884453213,40810
0.758103956504851,41160
0.7576190061055265,41510
0.7573191153784882,41860
0.7561971659374359,42210
0.7558495976176993,42560
0.7553282957431482,42910
0.75487834213264,43260
0.7548842688082563,43610
0.7545646247193295,43960
0.7542529017302101,44310
0.7533305598914434,44660
0.7523146897555515,45010
0.7523220460809182,45360
0.75186758755782,45710
0.7521623205450451,46060
0.7512452724844652,46410
0.7510719827136267,46760
0.750537991126134,47110
0.750363898443019,47460
0.7493620334048723,47810
0.7484874569227087,48160
0.7475457743938123,48510
0.7469458150233093,48860
0.7455533278680878,49210
0.7449995909223229,49560
0.74435369349456,49910
0.744069316809464,50260
0.7436812311829754,50610
0.7426217621540845,50960
0.7428246972180597,51310
0.7428700121919967,51660
0.741999512700328,52010
0.7415314447712388,52360
0.7406259881242564,52710
0.7403555856948111,53060
0.7393934701548925,53410
0.7394959333664042,53760
0.7386970528998595,54110
0.7382408917628487,54460
0.7379025854460173,54810
0.7380398386090581,55160
0.7372869232610099,55510
0.7368711155454412,55860
0.7371217452779529,56210
0.7362770354399134,56560
0.736487068355489,56910
0.7357370029998779,57260
0.7361172331588848,57610
0.7363332967771248,57960
0.7359059127378829,58310
0.7352264296880996,58660
0.734395889761699,59010
0.7336952655801999,59360
0.7328800284469768,59710
0.7315503871711144,60060
0.7308080850489946,60410
0.7307648353551908,60760
0.730172700069917,61110
0.7298375173464728,61460
0.7284716805144118,61810
0.728157028975209,62160
0.7269870681512008,62510
0.7255929701069508,62860
0.7255327407391021,63210
0.7253374548234065,63560
0.7237473780038027,63910
0.7227348743156123,64260
0.7225478955844551,64610
0.7204314096283221,64960
0.7212129319119668,65310
0.7203348858242267,65660
0.7198878345741713,66010
0.7203425894208986,66360
0.7194592325838112,66710
0.7196845410489265,67060
0.7193546444683924,67410
0.7199270027223365,67760
0.7193278163661433,68110
0.7178675593441038,68460
0.7175791910815438,68810
0.7169319017564791,69160
0.7165125531103815,69510
0.7169843320635824,69860
0.7163869396001927,70210
0.7161719662754986,70560
0.7152085800909346,70910
0.7141057495256462,71260
0.7135988185118891,71610
0.712725480229799,71960
0.7129944303682804,72310
0.7113942440376843,72660
0.7103582903342517,73010
0.7087008229674413,73360
0.7087554739720218,73710
0.7078890894475354,74060
0.7067774589006829,74410
0.7060106029985349,74760
0.7057242466565621,75110
0.7049718293257466,75460
0.7043416562862364,75810
0.7048787215148264,76160
0.7040726635157846,76510
0.7048301476786883,76860
0.7043658295730774,77210
0.7045735533119273,77560
0.7019282451851311,77910
0.7026091769274896,78260
0.7019345890545998,78610
0.7018095089865392,78960
0.7012525121062555,79310
0.7007801243931557,79660
0.7000393782740323,80010
0.6998478695477091,80360
0.699055906923576,80710
0.6987477774898718,81060
0.6986452058134968,81410
0.6980457639519573,81760
0.6968114553500261,82110
0.6948212087884038,82460
0.6942123639092357,82810
0.6939141221141222,83160
0.6932778942310901,83510
0.692658066511704,83860
0.6925269686986029,84210
0.6906873761135088,84560
0.6902885593644067,84910
0.6891797146400385,85260
0.6877769834213378,85610
0.6890403320908234,85960
0.688886058686433,86310
0.6871024118730419,86660
0.6871338065776134,87010
0.6876553096795842,87360
0.6881253813754735,87710
0.6858791977488922,88060
0.6855124794575033,88410
0.682304394344984,88760
0.680943397486472,89110
0.6815144223629259,89460
0.6809130168495212,89810
0.6780529979410237,90160
