Random KNNWithMeans neigh=10,x
0.7560263394721971,20163
0.7547060346009068,20513
0.7541930569861506,20863
0.7539832724494029,21213
0.7523651676125962,21563
0.7513685164836631,21913
0.7503563568206562,22263
0.7498571681970605,22613
0.748379692576466,22963
0.748142705358474,23313
0.7463766439710532,23663
0.7453497639632127,24013
0.7443040097031071,24363
0.7438676119149152,24713
0.7429613074023703,25063
0.7412671893931577,25413
0.7409958371520702,25763
0.7399849669693751,26113
0.7391275920103357,26463
0.7382850543920534,26813
0.7377361765193196,27163
0.7373507337011953,27513
0.7367417352916769,27863
0.7366080679854411,28213
0.7369945152989387,28563
0.736597768893327,28913
0.7357225414530354,29263
0.735052158188321,29613
0.7345242531369367,29963
0.7342472019626922,30313
0.7330925462422428,30663
0.7319232161448193,31013
0.7303346299642663,31363
0.7297608860595435,31713
0.7291437748518377,32063
0.7282230493927241,32413
0.7273238071907264,32763
0.7273164809356868,33113
0.7265969464670712,33463
0.7261750924187534,33813
0.7261726768554106,34163
0.7252103330884864,34513
0.7253033815924926,34863
0.7251312855245762,35213
0.7248210251201901,35563
0.7245046325639994,35913
0.7240207723344648,36263
0.7231701834638289,36613
0.7230623445410647,36963
0.7231807936323156,37313
0.7228390531929673,37663
0.7225373401480678,38013
0.7217599416945449,38363
0.7213347164148252,38713
0.7205973968986571,39063
0.720500606757612,39413
0.7197950187528575,39763
0.7196888269300643,40113
0.7198122379566143,40463
0.7196927088043945,40813
0.7196602810934912,41163
0.7196536443102265,41513
0.7194517561969034,41863
0.7187754908859306,42213
0.7186775700702823,42563
0.7186024634191187,42913
0.7178961179032415,43263
0.7180967204907399,43613
0.7185179718582001,43963
0.7174533443905382,44313
0.717520908741632,44663
0.7171706903440807,45013
0.7168488106222428,45363
0.7166218545774281,45713
0.7168448271676086,46063
0.7166918356368629,46413
0.7165561212787229,46763
0.715728556809505,47113
0.7158884043723803,47463
0.7152998454471797,47813
0.7151807680097324,48163
0.7151826999798532,48513
0.715554195733129,48863
0.7151286369585248,49213
0.714696471663405,49563
0.7144658771394012,49913
0.7146390166915831,50263
0.714443426439528,50613
0.7140033679104653,50963
0.7140105769891032,51313
0.7131075082882374,51663
0.7129987417301937,52013
0.712599984582294,52363
0.7123689718567836,52713
0.7121578583628903,53063
0.7116805834335551,53413
0.7109124530805487,53763
0.710292043384719,54113
0.7097955916489772,54463
0.7093814775683464,54813
0.7091547947325085,55163
0.7087098371766427,55513
0.7087881669976347,55863
0.7081117416148202,56213
0.7073935281055572,56563
0.7076078192022754,56913
0.7075999795710899,57263
0.7072516537409904,57613
0.7071003657315958,57963
0.7072732217712954,58313
0.706506883023972,58663
0.7062210413683421,59013
0.7057030724001443,59363
0.7053999312885035,59713
0.7056372615770322,60063
0.7045315222213586,60413
0.7043279470914696,60763
0.704402605148469,61113
0.7046678070950834,61463
0.7049828594876217,61813
0.7045522981717264,62163
0.704187124048119,62513
0.7041433602093486,62863
0.7037691628166984,63213
0.7033174154879367,63563
0.7032112431480833,63913
0.7033948218990104,64263
0.7038050564577875,64613
0.7033630910398141,64963
0.7036441656477967,65313
0.704032074778652,65663
0.7044387378133632,66013
0.7048589365253094,66363
0.704516096125033,66713
0.7036729201797421,67063
0.7037655499802441,67413
0.7040215098163529,67763
0.7037619014542771,68113
0.7035752409919316,68463
0.7040712806306536,68813
0.7035211520785015,69163
0.7027108906407111,69513
0.7015330898857185,69863
0.7009892475927254,70213
0.701312130006096,70563
0.7009087496692626,70913
0.7014453550949996,71263
0.701366415077654,71613
0.7018229453652798,71963
0.701968273302973,72313
0.7006572157521158,72663
0.7002754155440092,73013
0.7002161010344087,73363
0.7010453637181223,73713
0.7005987260949662,74063
0.7005367656397087,74413
0.6997971473969146,74763
0.69888814120861,75113
0.6981455240074707,75463
0.6979369634340012,75813
0.6974386422943514,76163
0.6963740848644455,76513
0.6961355623937265,76863
0.6960213725326067,77213
0.6962408263394273,77563
0.696396908286451,77913
0.6965452115439519,78263
0.6957325219387216,78613
0.6959909889172631,78963
0.6954259223044782,79313
0.6942782262096618,79663
0.6934709497364155,80013
0.6931592703143531,80363
0.6926778129024805,80713
0.6929085341453611,81063
0.6926874574012186,81413
0.6919391674946203,81763
0.6922525574964934,82113
0.6925304151753352,82463
0.6920321870991633,82813
0.6914188623541865,83163
0.6911694881249539,83513
0.6902251123265951,83863
0.6913821395275082,84213
0.6917673665735496,84563
0.6919038973589281,84913
0.6920790623860729,85263
0.6920293002497604,85613
0.6928206002497088,85963
0.6926573615718161,86313
0.6930612836611278,86663
0.692888740908168,87013
0.6911259922775048,87363
0.6918109300699192,87713
0.6925234310684125,88063
0.6915825248408212,88413
0.691791491409577,88763
0.691802062337857,89113
0.6909813885425388,89463
0.68945482746855,89813
0.6886025922044086,90163
