Random KNNBaseline neigh=10,x
0.7358077830693894,20163
0.7345283712611382,20513
0.7328997023312549,20863
0.7316075267064334,21213
0.7309768780589888,21563
0.7300765611153078,21913
0.7295489194869954,22263
0.7284989362228799,22613
0.7276124793246652,22963
0.7271821540430653,23313
0.7261697472495177,23663
0.7248993016628303,24013
0.7245841265271294,24363
0.7241332282545249,24713
0.7230663614365731,25063
0.7223516314876051,25413
0.7215153424218801,25763
0.7202090179730007,26113
0.7194985061500939,26463
0.7184414538254581,26813
0.7178117366088451,27163
0.7178273202926064,27513
0.7168525908122265,27863
0.7158279764152118,28213
0.7150277042625228,28563
0.7147948431576853,28913
0.7144844656381159,29263
0.713944321746281,29613
0.7128881432257493,29963
0.712455089772754,30313
0.71223900624797,30663
0.7113080361268498,31013
0.7106152075117398,31363
0.710340773463571,31713
0.7102734973312363,32063
0.7098346818014086,32413
0.7093055181296658,32763
0.7089933835304051,33113
0.708359014584123,33463
0.7078765826923905,33813
0.7073651406110241,34163
0.7072421740524362,34513
0.7065893804386933,34863
0.7059711878736434,35213
0.7055875213386654,35563
0.705307188475118,35913
0.705195090756434,36263
0.7045234042561506,36613
0.7044720935269819,36963
0.7041353038765173,37313
0.7032403555682041,37663
0.7029866483992578,38013
0.702601432926506,38363
0.7018710215240718,38713
0.7021047108439913,39063
0.7016687570444529,39413
0.7013777405342901,39763
0.7007954524139165,40113
0.7003716470860476,40463
0.6999238104577631,40813
0.6996607512344164,41163
0.6998531377965691,41513
0.699864651199552,41863
0.6991433909237971,42213
0.6979709034983398,42563
0.6977104587384239,42913
0.6968644009967974,43263
0.6960704086227173,43613
0.6959859912642,43963
0.6955805950801819,44313
0.695215664916528,44663
0.6954622074736495,45013
0.6952796491337269,45363
0.6950263563218252,45713
0.6947387940651092,46063
0.6935803251842384,46413
0.6932117642397976,46763
0.6932313509964311,47113
0.6932427938564141,47463
0.6928462701459381,47813
0.6924095373262948,48163
0.6923060062786681,48513
0.6918604550168165,48863
0.6920114038508305,49213
0.6916124348879497,49563
0.6914701596011222,49913
0.6916872073120849,50263
0.6916731951207176,50613
0.6908922157025045,50963
0.6906507381105552,51313
0.6911971343038308,51663
0.6908093180101854,52013
0.6908555065073795,52363
0.6904193608870254,52713
0.6907152521685611,53063
0.6900122579697031,53413
0.6897125168369878,53763
0.689589904002301,54113
0.689005639824789,54463
0.6885545491131868,54813
0.6890205073830161,55163
0.6884584911143931,55513
0.688727931278444,55863
0.6886470945287098,56213
0.6877148453801685,56563
0.6873669227604684,56913
0.6875875297358315,57263
0.6872041745855814,57613
0.6869982978498347,57963
0.687144548757302,58313
0.686377869295504,58663
0.6861981622652538,59013
0.6860504393818129,59363
0.6862393569149475,59713
0.6855275473876521,60063
0.6849346429537438,60413
0.6850156690580694,60763
0.6846287030756739,61113
0.6840572804664896,61463
0.6836191865751126,61813
0.6832372186325938,62163
0.6832249109442632,62513
0.6826466704335142,62863
0.6821312173958248,63213
0.6816296139510947,63563
0.6817747352136819,63913
0.6810677546053543,64263
0.6809963107044642,64613
0.6808474019351374,64963
0.6804818481009199,65313
0.6798692552449612,65663
0.6794247781811443,66013
0.6794736262324785,66363
0.6791757306735586,66713
0.679576744717137,67063
0.6802616933923498,67413
0.6800762003930908,67763
0.6796117494464962,68113
0.6796229060332447,68463
0.679394291247053,68813
0.6791210432958963,69163
0.6797710600487554,69513
0.6792570912999168,69863
0.6792902630275355,70213
0.6791570447574753,70563
0.6784126301487551,70913
0.6793313233110745,71263
0.6786423510834155,71613
0.6788035959988946,71963
0.678217495235574,72313
0.6780129640442565,72663
0.6781055720346733,73013
0.6780018784147441,73363
0.6781235125156846,73713
0.6784971956801148,74063
0.678107940366626,74413
0.6783038612646053,74763
0.6780033464592912,75113
0.6783365325353808,75463
0.6791848044536326,75813
0.6790045563504044,76163
0.6793739594594189,76513
0.679564297083304,76863
0.6783751442158749,77213
0.6769076462064723,77563
0.6773284744792194,77913
0.677044028704561,78263
0.6774420792621921,78613
0.6767266402244363,78963
0.6757455175944456,79313
0.6752103979739096,79663
0.6746142918825843,80013
0.6740892504171275,80363
0.6740354194478454,80713
0.6736121948144481,81063
0.6739285514123485,81413
0.6728203420528132,81763
0.6717812623726449,82113
0.6714062531647137,82463
0.6722309161272985,82813
0.6724229893355721,83163
0.6724490514649364,83513
0.6720070919904897,83863
0.673148074798113,84213
0.6736764974713657,84563
0.6742583190094866,84913
0.6732284107926781,85263
0.6741279095364966,85613
0.6748111601072586,85963
0.6745316690301256,86313
0.6742526826561153,86663
0.6750012597757354,87013
0.6743090175149942,87363
0.6733694761637146,87713
0.6737169599840106,88063
0.6725897876594529,88413
0.6715376838387193,88763
0.6723696037237574,89113
0.6714537026644001,89463
0.6708699119752686,89813
0.6706793563674445,90163
