Random KNNBasic neigh=20,x
0.8010672829564079,20163
0.7999444979831111,20513
0.7981040098139148,20863
0.7975431616059542,21213
0.7964066905181802,21563
0.7950240254245312,21913
0.7940412173395891,22263
0.7924737886400687,22613
0.7916243159670323,22963
0.7906539502691832,23313
0.7898629752730933,23663
0.7892159663873833,24013
0.7876054639507984,24363
0.7870894578304329,24713
0.7868931762774118,25063
0.7861777101585461,25413
0.7849258242183262,25763
0.7842407040961339,26113
0.7834998797210776,26463
0.7828700834934795,26813
0.7817705946346986,27163
0.7802983212261894,27513
0.7792142633169452,27863
0.7783043157782555,28213
0.7774330181212296,28563
0.7767104717530245,28913
0.7765279183984756,29263
0.7756194545301905,29613
0.7746295224419915,29963
0.7745763870047442,30313
0.773595302365198,30663
0.7724194342901782,31013
0.7711473371357692,31363
0.770328068666151,31713
0.7696440230644882,32063
0.7687272951142466,32413
0.7680690363004042,32763
0.7673702002901753,33113
0.7668015299750254,33463
0.7657559726787753,33813
0.7649163999015096,34163
0.7639099507387558,34513
0.7635526193676335,34863
0.7633148564156393,35213
0.7635272914101261,35563
0.7631376239179648,35913
0.7619655984558275,36263
0.7615644546256596,36613
0.7606339141318319,36963
0.7596023990373929,37313
0.7582619463087885,37663
0.7570199416017346,38013
0.7559313684220036,38363
0.7556434944399598,38713
0.7550556414959121,39063
0.7541308650209232,39413
0.7537563565642076,39763
0.753498425420071,40113
0.7532471577646888,40463
0.7523536251405339,40813
0.7522259698193811,41163
0.7522074933990301,41513
0.7517842661379599,41863
0.751228356033854,42213
0.7504936642265352,42563
0.7499406671368185,42913
0.7500026810899977,43263
0.7496841470991482,43613
0.7495249473791488,43963
0.7492840349597788,44313
0.7489091535409909,44663
0.7487221045558783,45013
0.7485313468679234,45363
0.7483767883007966,45713
0.7478416465500803,46063
0.7469324658358939,46413
0.7471957872993796,46763
0.747053821657761,47113
0.7467777538381386,47463
0.7465730283745371,47813
0.7460073599095354,48163
0.7458864091094031,48513
0.7449985943533284,48863
0.7446557782892013,49213
0.7442154346182667,49563
0.7437047235221687,49913
0.7430867737062733,50263
0.7422455856107218,50613
0.7422644236100404,50963
0.7413266427946239,51313
0.7408307542329733,51663
0.7401294380326853,52013
0.7400392071544968,52363
0.73939705070898,52713
0.7390100968842719,53063
0.738746058287099,53413
0.7384412856358153,53763
0.7379620298216351,54113
0.737684183145497,54463
0.7373894152155219,54813
0.7368033936823244,55163
0.7359049308549359,55513
0.7360328391409936,55863
0.7362476901892742,56213
0.7355044147001256,56563
0.7350571996738247,56913
0.7350267642832526,57263
0.7349704150550799,57613
0.7343768168272551,57963
0.7341423061193022,58313
0.7340692798547448,58663
0.733832302022885,59013
0.7334563154789026,59363
0.73290660094089,59713
0.7330007750824259,60063
0.7324255177092164,60413
0.7321398122255446,60763
0.732265718514804,61113
0.7316601570488261,61463
0.7315712649936862,61813
0.7315102306615122,62163
0.7311297252948009,62513
0.7305162574466381,62863
0.7298937424980875,63213
0.7295510179555882,63563
0.7288996019016312,63913
0.7279961976091216,64263
0.7273159622085755,64613
0.7271725188262125,64963
0.726856669963663,65313
0.7260850591760223,65663
0.725765882606382,66013
0.7258793002929005,66363
0.7253701404113297,66713
0.7250662082091932,67063
0.7239936738267422,67413
0.7230900056886377,67763
0.7232753360421182,68113
0.72317553908851,68463
0.722629410133637,68813
0.7222393990384531,69163
0.7223961807569008,69513
0.7229470032637826,69863
0.7225429101468942,70213
0.7223879046675163,70563
0.7218320609127333,70913
0.7212965753448296,71263
0.7218232364313658,71613
0.7218497640622864,71963
0.7221728996538052,72313
0.7217590163094832,72663
0.7216350530302377,73013
0.7212863904729236,73363
0.7212599537047363,73713
0.7203456198643708,74063
0.7201824361153313,74413
0.7206449226701331,74763
0.721407208977268,75113
0.7214218769845182,75463
0.7214341104940163,75813
0.7216610399666467,76163
0.7210599786096776,76513
0.7199242712895281,76863
0.7204104866587302,77213
0.7202122480603218,77563
0.7196167621844259,77913
0.7185846170133092,78263
0.7182139386729276,78613
0.7179016304715903,78963
0.7176419222676396,79313
0.7183338820759176,79663
0.7175315264737244,80013
0.7175841671127298,80363
0.7170447822890862,80713
0.7167809219922239,81063
0.7167640800057419,81413
0.7165971703966272,81763
0.7164163540657902,82113
0.7161212787194405,82463
0.715186854020068,82813
0.7160793457841979,83163
0.7165632486666796,83513
0.715630507658804,83863
0.7158685402418168,84213
0.7154214531409971,84563
0.7157392459145361,84913
0.7147716923625937,85263
0.7151210434279698,85613
0.71548081315489,85963
0.7157430484965495,86313
0.7161208988909584,86663
0.7166009355971095,87013
0.7167201930776635,87363
0.7149431436133366,87713
0.713966695015903,88063
0.7117141429996771,88413
0.7112207314690775,88763
0.7106582763902515,89113
0.7081508504680049,89463
0.7058510535818988,89813
0.7068120382330204,90163
