Uncertainty KNNBasic neigh=10,x
0.802149702295042,20163
0.8010701008792577,20513
0.7996586633457271,20863
0.7977639604666403,21213
0.7955761649969059,21563
0.7939063211314509,21913
0.7927527962102946,22263
0.7917730123642809,22613
0.7905976167117007,22963
0.7895762078105625,23313
0.7883033629695227,23663
0.7872284915501979,24013
0.7863074245926323,24363
0.7853739376945085,24713
0.7839045524779716,25063
0.7830220103921144,25413
0.7824143149794368,25763
0.7813012652770762,26113
0.7799401678184059,26463
0.7791771692229592,26813
0.7783334717617363,27163
0.7771361986621671,27513
0.7758733480226547,27863
0.7746875558223746,28213
0.7741399377705199,28563
0.7734168517513487,28913
0.7726742842639649,29263
0.7718432467018456,29613
0.7711404039805034,29963
0.7703868446925745,30313
0.7692711177239856,30663
0.7683353138051915,31013
0.7682225477650196,31363
0.7675726424918042,31713
0.7660337883735637,32063
0.7655990900949758,32413
0.7649364326252517,32763
0.7641501167791294,33113
0.7633507842983649,33463
0.7621661049890447,33813
0.7613598606799509,34163
0.76054216436138,34513
0.7597020663470013,34863
0.7590245794403513,35213
0.7586230308182883,35563
0.7574241774226567,35913
0.7568834180255731,36263
0.7562429304973262,36613
0.7553155940828538,36963
0.7547852526836165,37313
0.7542925220147904,37663
0.7538830638543268,38013
0.7534430257874277,38363
0.7525241389589106,38713
0.7518498341289226,39063
0.7514981047648261,39413
0.7512197875858384,39763
0.7500788076554427,40113
0.7487404571550932,40463
0.7482723382606786,40813
0.747646458991116,41163
0.7468733356598237,41513
0.7469058180748204,41863
0.7467591627261041,42213
0.7462619430137574,42563
0.7459151714919497,42913
0.7445536326020281,43263
0.7443377601534462,43613
0.7441934100356954,43963
0.7430240138772444,44313
0.7427226164398897,44663
0.7421464922332847,45013
0.7414819027166674,45363
0.7417368775642292,45713
0.7409620267028894,46063
0.7404867822921429,46413
0.7395855806811231,46763
0.7390806903607547,47113
0.7381422375289004,47463
0.7373124922963764,47813
0.737328201674425,48163
0.7366456827241566,48513
0.7359327788316965,48863
0.7356808123596876,49213
0.7351254928658486,49563
0.7351441372611363,49913
0.7346205002472879,50263
0.7344482656842147,50613
0.7339994060123316,50963
0.7327080091470358,51313
0.7321316328715682,51663
0.7317548764404044,52013
0.7310738423884212,52363
0.7304939155079117,52713
0.7305572195522291,53063
0.7292962025013944,53413
0.7285310981949501,53763
0.7274463271756173,54113
0.7273326435273533,54463
0.7265200814716251,54813
0.7265230967341698,55163
0.7265000715095769,55513
0.7258683769825593,55863
0.7254613104369114,56213
0.7238655955697371,56563
0.7233718208184973,56913
0.7233617086005395,57263
0.7235159453777775,57613
0.7230838762570121,57963
0.7226406200483362,58313
0.7221068155136773,58663
0.7216878362356695,59013
0.7218123978243649,59363
0.7211863464112078,59713
0.7206585864330469,60063
0.7190775234791994,60413
0.7185538815056729,60763
0.7181599212699242,61113
0.7187125119652918,61463
0.7176953663009928,61813
0.7172718711877453,62163
0.7165446209429341,62513
0.7161470082452622,62863
0.7156513939374951,63213
0.7142579654793046,63563
0.7135857025881445,63913
0.7132389011230447,64263
0.7125331839247265,64613
0.7118763062972682,64963
0.7123960018859831,65313
0.7115030051073019,65663
0.7106520809502862,66013
0.7097966836688965,66363
0.7090527341247284,66713
0.7080520618782895,67063
0.7082987307053188,67413
0.7078587113240167,67763
0.7086349755539685,68113
0.7079726871895926,68463
0.7074543963696028,68813
0.7080226475343915,69163
0.7077315760700227,69513
0.7075045836469873,69863
0.7076870036105641,70213
0.706614028478273,70563
0.7059000675771802,70913
0.7063593715549008,71263
0.7063214498551411,71613
0.7049484665865494,71963
0.7053233788010679,72313
0.7055806219390851,72663
0.7053618700480435,73013
0.7051942995469669,73363
0.7049177119080947,73713
0.7045160076271446,74063
0.7035447869743485,74413
0.7029882844821724,74763
0.7022051392538307,75113
0.7013442233865846,75463
0.7002936007137931,75813
0.6999815067166261,76163
0.6994767163005303,76513
0.6983683685697631,76863
0.6980705548884938,77213
0.6972557983550589,77563
0.6961572851145756,77913
0.6963103854183675,78263
0.6966734382415973,78613
0.6967511232746206,78963
0.6965348571116431,79313
0.6958342843290191,79663
0.6955607996623202,80013
0.6957845163600795,80363
0.6944723489656289,80713
0.6941979578491262,81063
0.6943168566027967,81413
0.6941026300723098,81763
0.6949310628288122,82113
0.6954721225605428,82463
0.6944166723810213,82813
0.6923369262800809,83163
0.6921468316134779,83513
0.6913577603040609,83863
0.6904349697350795,84213
0.6890918920380761,84563
0.6896001311836613,84913
0.6877965851728343,85263
0.688115864267542,85613
0.6872130351683284,85963
0.6860427476621369,86313
0.685399534761544,86663
0.6845860470702131,87013
0.6846663995636785,87363
0.6844743244580552,87713
0.6831795167028444,88063
0.6807840452592507,88413
0.6795968130279035,88763
0.6782576884102473,89113
0.6756134060147108,89463
0.6760179404616323,89813
0.6745596933179119,90163
