Uncertainty KNNBasic neigh=15,x
0.8012181597199641,20163
0.8002708944059389,20513
0.7993712116452489,20863
0.7984861826911128,21213
0.7972599559381504,21563
0.7957868647383396,21913
0.7945837384587092,22263
0.7936783123063769,22613
0.7923366128521709,22963
0.7912652470364466,23313
0.7892856435413229,23663
0.7881663344719348,24013
0.7873299942933917,24363
0.7861838928419363,24713
0.7856281223736239,25063
0.7848080777156771,25413
0.7843529216481069,25763
0.7835536123611127,26113
0.7824761136523672,26463
0.7815667074216821,26813
0.78015459276122,27163
0.7799292257892599,27513
0.7788947526327473,27863
0.7785537446793448,28213
0.7779962269688243,28563
0.777379445270505,28913
0.7765717745203785,29263
0.7760393384456705,29613
0.7748029587611522,29963
0.7741005266633738,30313
0.7730137916813002,30663
0.7714983772280618,31013
0.7707972521065389,31363
0.7698238842406345,31713
0.7684822696542624,32063
0.7677544542644541,32413
0.7673364305174638,32763
0.7666693085321498,33113
0.7658538787438336,33463
0.7647799255959986,33813
0.7641232159305861,34163
0.7628763797683342,34513
0.7619425635245143,34863
0.7611268411263874,35213
0.7606036473906106,35563
0.7599805391898492,35913
0.7598663242851975,36263
0.7592981689926835,36613
0.7587063128341284,36963
0.7576337124706783,37313
0.7571985565943813,37663
0.7560169611209954,38013
0.755604919337221,38363
0.7552446064862619,38713
0.7546074812028052,39063
0.7549113118158829,39413
0.7537553820454951,39763
0.7534235563244415,40113
0.7528714984342548,40463
0.7521809823958842,40813
0.75168397985263,41163
0.7511631457636677,41513
0.7506320471354292,41863
0.7499192174045042,42213
0.7492966671334684,42563
0.7491234881806593,42913
0.7480765780036781,43263
0.7467492513529892,43613
0.7456260406960806,43963
0.745453139480335,44313
0.7449556983532578,44663
0.7448777153147819,45013
0.7442223659798708,45363
0.7431982953829914,45713
0.7428817332760106,46063
0.7418588001831073,46413
0.7413250957310656,46763
0.7412592027933658,47113
0.740955201701305,47463
0.740513966181662,47813
0.7396330999984909,48163
0.7387555704711352,48513
0.7385674943792726,48863
0.7375000827149295,49213
0.7370024289705881,49563
0.7367726913693551,49913
0.7363591173157801,50263
0.7357421489479471,50613
0.7351009436149966,50963
0.7342394821987733,51313
0.7344855549716316,51663
0.7340737262778422,52013
0.7331825775651681,52363
0.7330171784902475,52713
0.7323590271217136,53063
0.7321920937667906,53413
0.7316964653790796,53763
0.7305039834454173,54113
0.7300819539068619,54463
0.7300860365881231,54813
0.7292044421802021,55163
0.7294783064482933,55513
0.7285936422431929,55863
0.7284404583918155,56213
0.7280261236991883,56563
0.7275730278160678,56913
0.7275231888205903,57263
0.7274064815679431,57613
0.7271010994542718,57963
0.7269045965590905,58313
0.7263613029863633,58663
0.7263718631474779,59013
0.7252367867456762,59363
0.7248336565935176,59713
0.7241986654067436,60063
0.7241760381687569,60413
0.7234697751274832,60763
0.7224123907603704,61113
0.7214438900982286,61463
0.7211323374753887,61813
0.721650511810289,62163
0.7213504055006361,62513
0.7211965601985831,62863
0.7212949381401285,63213
0.7217140550244012,63563
0.7203549762322677,63913
0.7205034822085689,64263
0.7192313044754343,64613
0.7188121240896586,64963
0.7187364008548577,65313
0.718804090190966,65663
0.7179632671880543,66013
0.7171112069992532,66363
0.7170667935668943,66713
0.716545652423442,67063
0.7157209836219464,67413
0.715562104400273,67763
0.7149022416410848,68113
0.7146846059118033,68463
0.7146882128334565,68813
0.7139321186973815,69163
0.7138172990196857,69513
0.7133467484171936,69863
0.7128173596932916,70213
0.7119480046980693,70563
0.7121064160470649,70913
0.7114928494713887,71263
0.7108420857176108,71613
0.7105389474613706,71963
0.7090611821429579,72313
0.7085382136360776,72663
0.7081340062205079,73013
0.7068039998753771,73363
0.7057329754998242,73713
0.7045711087886906,74063
0.7048774582619319,74413
0.7036922990829737,74763
0.7042066755906874,75113
0.7026897477600365,75463
0.7021042569610566,75813
0.7015811547574722,76163
0.7008288691879513,76513
0.6999975383309567,76863
0.6986508251007584,77213
0.6981016025903388,77563
0.6973997452511397,77913
0.6969812738582353,78263
0.6966650044188607,78613
0.6955967678725711,78963
0.6953760123202918,79313
0.6946383114315219,79663
0.6933333365272142,80013
0.6936143850143134,80363
0.6915528734867884,80713
0.6910284052806509,81063
0.6903026373606955,81413
0.6903007663038014,81763
0.6892544645184053,82113
0.6893600711489816,82463
0.6890159318654849,82813
0.6886761383736305,83163
0.6883249106100695,83513
0.6870935815899433,83863
0.6869713667462373,84213
0.6871211734432986,84563
0.6870307378019475,84913
0.6870660191019394,85263
0.6866444712875165,85613
0.6857705107447146,85963
0.6858275650576423,86313
0.6855610249463139,86663
0.6850040221508249,87013
0.6848028058456245,87363
0.6813191204445559,87713
0.6795597514473438,88063
0.6790825894062511,88413
0.6786360505880996,88763
0.6780329935223135,89113
0.6762262418855258,89463
0.6763183869783946,89813
0.6759129734027172,90163
