Random KNNWithZScore neigh=20,x
0.7465437755441348,20163
0.7452765249829553,20513
0.7449188183982911,20863
0.7437326597547174,21213
0.7438417663553885,21563
0.7436240458303037,21913
0.7419952190363807,22263
0.7412111276545151,22613
0.7406700257616531,22963
0.7394593335937397,23313
0.7386218694851795,23663
0.7378023154261933,24013
0.7370919013780479,24363
0.7354953854282429,24713
0.7342855746062679,25063
0.7333962900325078,25413
0.7329705839010556,25763
0.7315785449502172,26113
0.7316903671260127,26463
0.7311413715571734,26813
0.7304883414845553,27163
0.7296363666011214,27513
0.7291544662071416,27863
0.7281385025135004,28213
0.7278423916130813,28563
0.727583669310491,28913
0.7266170513632036,29263
0.7262921387430835,29613
0.7261884926682896,29963
0.7252834558379757,30313
0.7251572953632607,30663
0.7241162567281859,31013
0.7232596752103092,31363
0.7229912491362929,31713
0.7223545874221265,32063
0.722432038322778,32413
0.722009111294622,32763
0.7210182659726185,33113
0.7204786695800459,33463
0.720278884258118,33813
0.7200903935096319,34163
0.7194910892956111,34513
0.7190688754542051,34863
0.7188667738070906,35213
0.7185391593346293,35563
0.7176529925263797,35913
0.7168966723220945,36263
0.716300170216878,36613
0.7157660507491544,36963
0.7147769904923,37313
0.714804816661234,37663
0.7137990280530039,38013
0.7132729363814454,38363
0.7127603402410267,38713
0.7124178842546832,39063
0.7115497716802858,39413
0.71122032098215,39763
0.7105463278379464,40113
0.7098025598911811,40463
0.709508540258082,40813
0.7089488167357438,41163
0.7084888572129966,41513
0.7083842405056378,41863
0.7081408379506261,42213
0.7082861486692307,42563
0.7077316358941852,42913
0.7073726615984908,43263
0.7068717162823649,43613
0.7063177851046554,43963
0.7057179366896734,44313
0.7060608185808108,44663
0.7063287320151596,45013
0.7056657030369979,45363
0.7050890808453252,45713
0.7048274312104061,46063
0.7040754203996301,46413
0.7039376907019191,46763
0.7033896118597083,47113
0.703163318160011,47463
0.7037800457497292,47813
0.7031408626947032,48163
0.7033374477664109,48513
0.7032412235115372,48863
0.7030819384184206,49213
0.7026820193582609,49563
0.7016910300269591,49913
0.7013639887804585,50263
0.701347750206886,50613
0.7010982665740951,50963
0.7012815505494724,51313
0.7022502161993339,51663
0.7021470932884152,52013
0.7009581456103058,52363
0.7006825225236888,52713
0.7003814365350776,53063
0.7003988447408284,53413
0.7000689814246686,53763
0.699827086586394,54113
0.6990127902007396,54463
0.6985663580491756,54813
0.6983860115191185,55163
0.6983174043952339,55513
0.6977674632641906,55863
0.6969631809559156,56213
0.696594070533446,56563
0.6966201735289843,56913
0.6966422655469734,57263
0.6960942967997265,57613
0.695821997389841,57963
0.6959643931015764,58313
0.6957249194185084,58663
0.695073452419941,59013
0.6944540183415531,59363
0.6944422168582983,59713
0.6945494398109178,60063
0.6945348347829369,60413
0.6946892985437387,60763
0.6945315145992296,61113
0.6946771379921307,61463
0.6944711645133921,61813
0.6940211734192446,62163
0.6938090446979318,62513
0.6931583675646141,62863
0.6927775799402734,63213
0.6927805086332598,63563
0.6922195863261842,63913
0.6921748416833388,64263
0.6919533690763795,64613
0.6915370030601939,64963
0.6916744936228961,65313
0.6912477666297465,65663
0.6915242594327093,66013
0.6909051637167081,66363
0.6909299929352394,66713
0.6909003960756122,67063
0.6908996034634777,67413
0.6912927427336828,67763
0.690681359881288,68113
0.6904887239545832,68463
0.6900281889778834,68813
0.6902265115261126,69163
0.6900234083233037,69513
0.6894198837897931,69863
0.6894513310512915,70213
0.6894639263086579,70563
0.6895101613942353,70913
0.6895480460177985,71263
0.690013809001316,71613
0.6899691511617854,71963
0.6899374549933234,72313
0.6897929385724355,72663
0.6898199670860669,73013
0.6893247160435463,73363
0.6887180496928836,73713
0.688896659861991,74063
0.6880683584166252,74413
0.6882157356076587,74763
0.6884224478877252,75113
0.6881352487303127,75463
0.6881441212820306,75813
0.6873232209525183,76163
0.6868862407069718,76513
0.6870543120716555,76863
0.6869150824935909,77213
0.6864441282729421,77563
0.686126244684656,77913
0.6854598240817532,78263
0.6857821529669256,78613
0.6856885133273256,78963
0.6857019761437347,79313
0.6854340688277295,79663
0.6851957969094713,80013
0.6843451698680463,80363
0.6837410917739327,80713
0.6833255745220064,81063
0.6822103117081101,81413
0.6817823564348575,81763
0.6811161788656033,82113
0.6797475044351041,82463
0.6789684640380879,82813
0.6791087557480496,83163
0.6797919794423846,83513
0.680000934311593,83863
0.6800096424638771,84213
0.679912404747688,84563
0.6804138831015267,84913
0.680979841410954,85263
0.6801273631113499,85613
0.6813357417037869,85963
0.682766314619959,86313
0.6823444499254736,86663
0.6823385793509448,87013
0.6813852242731838,87363
0.6812429347131727,87713
0.6802789098945963,88063
0.6799710743593401,88413
0.6796497583985404,88763
0.6802105766210572,89113
0.680894848357303,89463
0.6806218817151544,89813
0.6805329553495126,90163
