QBC max disagreement KNNBasic neigh=20,x
0.8010768427209387,20160
0.8006418285255963,20510
0.7999335083942836,20860
0.7988320173420246,21210
0.798106629960082,21560
0.7971306851452803,21910
0.796439062473165,22260
0.7957427904321936,22610
0.7946088110579793,22960
0.793357875977142,23310
0.7925415023913154,23660
0.791631269677103,24010
0.7904556133651275,24360
0.7891598587491612,24710
0.7879940691007635,25060
0.7870630067646568,25410
0.7860578628391868,25760
0.78546405243591,26110
0.7852471074436587,26460
0.7839180843405039,26810
0.7841814119934968,27160
0.7831683963968045,27510
0.7828556427767979,27860
0.7823554503905717,28210
0.7818069109632603,28560
0.780765402362654,28910
0.7801033460543391,29260
0.7787193336977535,29610
0.7782013262926554,29960
0.7775488356733313,30310
0.7770601035525357,30660
0.7759652865490186,31010
0.7757090786715178,31360
0.7745630977773718,31710
0.7741974139369607,32060
0.7734445985294526,32410
0.7728696447757849,32760
0.771861137819966,33110
0.7712046786124732,33460
0.7698180459317707,33810
0.7697308458276539,34160
0.7693940711714745,34510
0.7691020255395048,34860
0.7681131251432397,35210
0.7680946547246467,35560
0.7671263810614355,35910
0.7663440244218717,36260
0.7660052476744661,36610
0.7655448724701244,36960
0.7654110520898574,37310
0.7648911718784879,37660
0.7645765806208583,38010
0.7647638662813719,38360
0.7640830937310991,38710
0.7634577312882996,39060
0.7631032131797285,39410
0.7633134836439702,39760
0.7632672164290706,40110
0.7627896048958268,40460
0.7620177326495126,40810
0.761708659735016,41160
0.7610802728766342,41510
0.760949712441136,41860
0.7607752391600984,42210
0.7608344487884058,42560
0.7600731757226532,42910
0.7594842643209198,43260
0.7588513615878535,43610
0.7580153502312759,43960
0.7575503927254017,44310
0.7577242882789336,44660
0.7572515212494896,45010
0.7563178003403425,45360
0.7557578812822718,45710
0.7550021759785985,46060
0.7541216729057048,46410
0.753427730190691,46760
0.7529092423878803,47110
0.7523904222768986,47460
0.7523102020381681,47810
0.752207134463613,48160
0.7515264613653905,48510
0.750485426802087,48860
0.7497098057548586,49210
0.7495355204224982,49560
0.7494000478080861,49910
0.7489198218121675,50260
0.7483861901124443,50610
0.7482142255630873,50960
0.7480817647771255,51310
0.7477589065980629,51660
0.7481024392993479,52010
0.7474419194354213,52360
0.7474540265336137,52710
0.7477004113326239,53060
0.747423467867586,53410
0.7474728680681252,53760
0.7468205572426602,54110
0.7464562616202851,54460
0.7464561499218634,54810
0.7457837577026853,55160
0.74587730032314,55510
0.7450663890917244,55860
0.744505870746755,56210
0.7442824514213091,56560
0.7435814105114049,56910
0.7433667085429568,57260
0.7431831754137249,57610
0.7430426164703327,57960
0.7428947720429506,58310
0.7422005486634319,58660
0.7420175303627294,59010
0.7406897820031194,59360
0.7410079854336669,59710
0.7401285253525731,60060
0.7399039670849971,60410
0.7387228892194319,60760
0.7382983416119592,61110
0.7385961294928775,61460
0.7370381133551381,61810
0.7358702006362856,62160
0.735573753395463,62510
0.7353038197913911,62860
0.7343426470196222,63210
0.7337135266106952,63560
0.7332918598635032,63910
0.7328537561981902,64260
0.7322559181634936,64610
0.7307415946345046,64960
0.7304311750437612,65310
0.7293969046703742,65660
0.7286110430441821,66010
0.7281855961372005,66360
0.7272053508788998,66710
0.7268584374941223,67060
0.7268953286179934,67410
0.7269745748231626,67760
0.7270098279249585,68110
0.7260497545661596,68460
0.7256545058754412,68810
0.7253194715825736,69160
0.7256419152119934,69510
0.7257257225853415,69860
0.7256933284385984,70210
0.7250138918660056,70560
0.7246267923167586,70910
0.7247315782950161,71260
0.7247928173273371,71610
0.7245155406065974,71960
0.7237554072772995,72310
0.7239673478575103,72660
0.7237431953393326,73010
0.7229206908241161,73360
0.7229651545856356,73710
0.7233523438282251,74060
0.7237321008847133,74410
0.7228831170473012,74760
0.7208538065028441,75110
0.7197057732539021,75460
0.7191345372733476,75810
0.7186093516379278,76160
0.7191944322470365,76510
0.7187468383847968,76860
0.717719009190132,77210
0.7171354600912707,77560
0.7171509208795785,77910
0.7167879917377576,78260
0.7153693920684485,78610
0.7154023348763695,78960
0.7145050473228212,79310
0.7123969294672376,79660
0.7117568025769745,80010
0.7103553811985511,80360
0.7100436787584068,80710
0.7098819882270306,81060
0.7093654493295624,81410
0.7089556303699375,81760
0.7086679605628308,82110
0.7079092158621654,82460
0.7072500223796293,82810
0.7073356425933596,83160
0.707583909211287,83510
0.7080927287529589,83860
0.7092701084506728,84210
0.7091272195049557,84560
0.7084319011365807,84910
0.7060334644559055,85260
0.7069877569298099,85610
0.7055205968875229,85960
0.7057153710617055,86310
0.7066699910948215,86660
0.7080736161572029,87010
0.7097784070403265,87360
0.7096562178824675,87710
0.7077915269368547,88060
0.7072339534655803,88410
0.7075012286458098,88760
0.7105986468007223,89110
0.7090812340144838,89460
0.7082750176263857,89810
0.7062897604584497,90160
