Uncertainty KNNWithZScore neigh=20,x
0.7465437755441348,20163
0.7449203397761309,20513
0.7438029695494814,20863
0.7432141912359114,21213
0.7429010742765905,21563
0.7410804568860307,21913
0.7409560960141642,22263
0.7402086614083345,22613
0.7399505649950787,22963
0.7396149480609867,23313
0.7393457564516536,23663
0.7386936674400448,24013
0.7376878055872124,24363
0.7368741764468498,24713
0.7368117726283813,25063
0.7364134204923344,25413
0.7355140607793771,25763
0.7342358287622297,26113
0.7337220893405098,26463
0.732365970116804,26813
0.7317591789323697,27163
0.7310538139192321,27513
0.7307844040768617,27863
0.7310247540703343,28213
0.7301767346006733,28563
0.7292988410477913,28913
0.7293495686426467,29263
0.7278124058829706,29613
0.7270681983158371,29963
0.7269201322809324,30313
0.7261279269273515,30663
0.7252487633823536,31013
0.7238647292066348,31363
0.7238268372541352,31713
0.7223100715029336,32063
0.7216719817847091,32413
0.7213996886378579,32763
0.7213896014907522,33113
0.721035747970749,33463
0.7208711017994909,33813
0.7205462449815263,34163
0.7196797603111222,34513
0.71930427757983,34863
0.7188095901547501,35213
0.7176125182433493,35563
0.7168983303699656,35913
0.7160761449512353,36263
0.7153544438162671,36613
0.7143087717916392,36963
0.7137153898943394,37313
0.7133323907022371,37663
0.7126559003209395,38013
0.7116155887697933,38363
0.7108397850460304,38713
0.7103423132906179,39063
0.7101726620982731,39413
0.7097471218899571,39763
0.7094460081490991,40113
0.7086461080623898,40463
0.7085709891440302,40813
0.7085680890265532,41163
0.7079061662958308,41513
0.707743736937418,41863
0.7074840203518206,42213
0.707015491658933,42563
0.7066730377088689,42913
0.7061334253391814,43263
0.7052071801922601,43613
0.704676848258302,43963
0.7045956194439891,44313
0.703955504214453,44663
0.7038570628835388,45013
0.7034188822507229,45363
0.7028110905568393,45713
0.7021830215787798,46063
0.7018794273597021,46413
0.7011082503035498,46763
0.7007928841523795,47113
0.7002223359690667,47463
0.6993828795840388,47813
0.6986037759772636,48163
0.6976570250549912,48513
0.6970947585568832,48863
0.6961848678516684,49213
0.6959120493767608,49563
0.6962885973764841,49913
0.6960655894997065,50263
0.6957017155699994,50613
0.6946914316343761,50963
0.6944665915228247,51313
0.6940219224646659,51663
0.693867616968613,52013
0.6940094150304602,52363
0.6935479938553959,52713
0.6927369730119971,53063
0.6922081756224394,53413
0.6914783851307689,53763
0.6907394573816021,54113
0.6897357777183063,54463
0.6891277510854914,54813
0.6890199895855641,55163
0.6887902022765483,55513
0.6882569494658947,55863
0.6881326334874276,56213
0.686885491851415,56563
0.6874682185136032,56913
0.6868302333275913,57263
0.687158503465607,57613
0.6868298166210063,57963
0.6864059357136487,58313
0.6859722505046424,58663
0.6858232522004961,59013
0.6850589434621233,59363
0.6849600529646965,59713
0.6847340344127882,60063
0.6842565528471544,60413
0.6835611770676348,60763
0.6829311192133625,61113
0.6829041627259277,61463
0.6830206639320634,61813
0.6832551336892198,62163
0.6832802168793468,62513
0.6830111982791254,62863
0.683160362746379,63213
0.6832630499279507,63563
0.683185552614267,63913
0.6829159117243485,64263
0.6825201189964302,64613
0.6831604947945699,64963
0.6828656697487941,65313
0.6823411844670227,65663
0.6823072541182084,66013
0.6825144884047556,66363
0.6821300248770501,66713
0.6820483962446254,67063
0.6820072674690841,67413
0.6803886681403793,67763
0.6804157502823021,68113
0.6802101308834863,68463
0.6797602686139542,68813
0.6795686598292169,69163
0.6787447876637952,69513
0.6773723739005799,69863
0.6769471898681623,70213
0.676762023449841,70563
0.6764752126863163,70913
0.6771795231332342,71263
0.6774882004187975,71613
0.6775551365509088,71963
0.6772504600453165,72313
0.676596954996172,72663
0.6767863289323633,73013
0.676595262812369,73363
0.6766613157571871,73713
0.6764391713066826,74063
0.6764391404459091,74413
0.6754852628120005,74763
0.6743622515277922,75113
0.6739863470734531,75463
0.6731945725207739,75813
0.6718931557558203,76163
0.6714647435398429,76513
0.6718119200950614,76863
0.6723244693569191,77213
0.6712652047148893,77563
0.6716935511698635,77913
0.6713944632670115,78263
0.6707220698977149,78613
0.6704278142164068,78963
0.6715198332518498,79313
0.6720545794008467,79663
0.6727638327846828,80013
0.6728473855528192,80363
0.6736371974100288,80713
0.6731961371322515,81063
0.671455366799006,81413
0.6718592696813456,81763
0.6724127780852687,82113
0.6714986391873491,82463
0.6694105037595117,82813
0.6689144417603777,83163
0.6693071545764725,83513
0.6692951773504013,83863
0.6692657262893604,84213
0.6686580887008391,84563
0.6679063859124885,84913
0.6673813406201662,85263
0.6663053202190418,85613
0.665134738520364,85963
0.6646322209109329,86313
0.6653098475915503,86663
0.6644111783483531,87013
0.6636078935785079,87363
0.6641763751967447,87713
0.6636846105937829,88063
0.6623992403303274,88413
0.6609799184784909,88763
0.6623577983218735,89113
0.659968452972714,89463
0.6603794016061646,89813
0.6563089913273964,90163
