QBC vote KNNBasic neigh=20,x
0.8010827523145472,20160
0.7992538103182649,20510
0.7989172658004956,20860
0.7979985106313585,21210
0.7970398356927455,21560
0.7961966294845101,21910
0.7947896706823719,22260
0.7941708097594348,22610
0.7927440585899032,22960
0.7910416945505802,23310
0.7903405170614338,23660
0.7891872060562818,24010
0.7877874165006102,24360
0.78656184905912,24710
0.7852556258251513,25060
0.7846271278533772,25410
0.784267549453187,25760
0.7839646980238785,26110
0.7829530435960039,26460
0.7822412142363043,26810
0.7817125621121841,27160
0.7810836421013997,27510
0.7806679336594636,27860
0.7796650868415258,28210
0.7785624220616286,28560
0.7774218173362462,28910
0.776433866823062,29260
0.7755554613140535,29610
0.7745335477938956,29960
0.7742053455943394,30310
0.7735528541400227,30660
0.7725428878818463,31010
0.771505068568459,31360
0.7718692468225934,31710
0.7705567661001979,32060
0.7699069779363911,32410
0.7690887203585627,32760
0.7684260404967588,33110
0.767602228137609,33460
0.7672968804669873,33810
0.7674837559414622,34160
0.7668728737931674,34510
0.7664962039184771,34860
0.765723177359413,35210
0.7653339057548846,35560
0.7644444732110938,35910
0.7635176536837258,36260
0.7634705425357042,36610
0.7629979741816766,36960
0.7618286241924405,37310
0.7610620662140752,37660
0.7604703472289132,38010
0.7604049473979491,38360
0.7597140932593509,38710
0.759230623716549,39060
0.7589062777463256,39410
0.758936056533542,39760
0.7585569407895678,40110
0.7581079407448502,40460
0.7580161903418181,40810
0.7570349241729463,41160
0.7564904088197646,41510
0.7555636273114391,41860
0.7550939535024108,42210
0.7547967156194895,42560
0.7542715707930925,42910
0.7536779992618546,43260
0.7536963030030188,43610
0.7527030397015948,43960
0.7519727105673768,44310
0.7520596578515713,44660
0.7518559975788909,45010
0.7519450211273548,45360
0.7513984621069221,45710
0.7509158306742078,46060
0.7506023724413065,46410
0.7506723938629098,46760
0.7498678010499223,47110
0.7493383331182376,47460
0.7491421161386005,47810
0.7489127818305457,48160
0.7483107948000078,48510
0.747638543369273,48860
0.7475797763794337,49210
0.7466140809816767,49560
0.7462231771328603,49910
0.7460481497188676,50260
0.7457279800327309,50610
0.745154185142198,50960
0.7447750776123657,51310
0.7443719651542428,51660
0.7440286754614229,52010
0.7434610252000883,52360
0.7438404781718395,52710
0.7442231363635031,53060
0.7438355422353635,53410
0.743388923461985,53760
0.742848349743492,54110
0.742310696221889,54460
0.7417879587222245,54810
0.741793866553043,55160
0.7414935995252344,55510
0.7416938953508232,55860
0.7412771798444521,56210
0.7408525366314803,56560
0.7410713075093066,56910
0.7407658365271903,57260
0.7399995555086228,57610
0.7396708029164553,57960
0.7394661335669432,58310
0.739071630345767,58660
0.7389353283154895,59010
0.7388788765830865,59360
0.7381880895231413,59710
0.7382028111680571,60060
0.7365249722940732,60410
0.7360438011913324,60760
0.7361317127716391,61110
0.7366787203928412,61460
0.7363136513010685,61810
0.7361894570201306,62160
0.73516894555821,62510
0.7348927697439527,62860
0.7342558483710298,63210
0.7340988009459282,63560
0.7334351609898107,63910
0.7338754577385682,64260
0.7333758570294251,64610
0.7340639653904502,64960
0.7338698432281117,65310
0.7331264565346587,65660
0.7330943835202354,66010
0.7328872756034683,66360
0.7329306381301439,66710
0.7329784822828611,67060
0.7326734670978107,67410
0.7322900805919408,67760
0.7322566566776431,68110
0.7319587682539663,68460
0.7321038383638996,68810
0.7312998204818782,69160
0.7309858524874672,69510
0.7300581319049672,69860
0.7304492510035738,70210
0.7298048837213572,70560
0.7298805600946443,70910
0.7297131755474566,71260
0.7290294659278902,71610
0.7291996553070768,71960
0.7283782351420919,72310
0.7277824209830078,72660
0.7269874037824293,73010
0.7268346038942798,73360
0.7267050512835858,73710
0.7260622844017725,74060
0.7263934299227779,74410
0.7269280432527903,74760
0.7260660593141582,75110
0.7260288106258684,75460
0.725574326140526,75810
0.7251060976866881,76160
0.7255153868737982,76510
0.7247564068854556,76860
0.7247681384288065,77210
0.7248841843633074,77560
0.7251775455205259,77910
0.7252085654382032,78260
0.725183859638989,78610
0.7254165664763347,78960
0.7254414627282975,79310
0.7240602526148239,79660
0.7225898064860417,80010
0.721499485412883,80360
0.7210642449580221,80710
0.7207985492550057,81060
0.7198586462018104,81410
0.719332409297223,81760
0.7190548144612072,82110
0.7183409457568891,82460
0.719727273882972,82810
0.7200436277793512,83160
0.7194390030319857,83510
0.7198463153850936,83860
0.7192764591201676,84210
0.7190836728161215,84560
0.7182061901195761,84910
0.7176654512225317,85260
0.7167216163672684,85610
0.7167270192670754,85960
0.7150116056845038,86310
0.714885340657308,86660
0.7134065796968914,87010
0.7122343207659176,87360
0.7128045940621763,87710
0.7138359573315817,88060
0.7136735295907451,88410
0.71171294782319,88760
0.7096638019268485,89110
0.7117666495872815,89460
0.7134101809354655,89810
0.7129550538963147,90160
