Uncertainty KNNBaseline neigh=20,x
0.7334765140956955,20163
0.7320107669436446,20513
0.7309716253043558,20863
0.7303134771000505,21213
0.7298497467162984,21563
0.7281686399332379,21913
0.7279047074659732,22263
0.7271345461626904,22613
0.7269277082089682,22963
0.7263477221489283,23313
0.7259888643537192,23663
0.7252740387020974,24013
0.7242229425707252,24363
0.7237359638868547,24713
0.7235750232916154,25063
0.722522917799396,25413
0.7215548152110683,25763
0.7201540749014694,26113
0.7196879843092161,26463
0.7182180429623969,26813
0.7177595301562938,27163
0.7172147539741897,27513
0.7168256975828302,27863
0.7170553192616042,28213
0.716398325010374,28563
0.7156248600301715,28913
0.7155697093282833,29263
0.7143825539011068,29613
0.7134511053158211,29963
0.7128073277965604,30313
0.7121251861043368,30663
0.7113648264232738,31013
0.7101779298328469,31363
0.7100804501418477,31713
0.7086127343810803,32063
0.7081026984760921,32413
0.7078822468981071,32763
0.7078591148620542,33113
0.7075537951445999,33463
0.7073935412744234,33813
0.7069468893365071,34163
0.7060060491417329,34513
0.7055862640730964,34863
0.7053000463977259,35213
0.7042159129962424,35563
0.7037250054982378,35913
0.7031490279545402,36263
0.7025166363032825,36613
0.7016236170619861,36963
0.7012182249236486,37313
0.7006404189383187,37663
0.6998148191552679,38013
0.6987378650983535,38363
0.6981801050538224,38713
0.6980757227617247,39063
0.6980545448247036,39413
0.6977090624719783,39763
0.6973891859763501,40113
0.6967213643668769,40463
0.6965721010720893,40813
0.6965430278514799,41163
0.695852760388025,41513
0.6957874932014111,41863
0.6953543282237585,42213
0.6950857271285675,42563
0.6947108219762647,42913
0.6941831412479713,43263
0.6928639244922166,43613
0.6924746035742486,43963
0.6924886267063934,44313
0.6919483926539436,44663
0.6920150458133951,45013
0.6916054365720253,45363
0.6909408077163757,45713
0.6901390120018147,46063
0.6896691155522746,46413
0.6890231585149319,46763
0.6888954216116973,47113
0.6885062138596773,47463
0.6879571031306028,47813
0.6870977160680565,48163
0.6862047516828148,48513
0.6853757782281479,48863
0.6846435557093344,49213
0.6842461998468856,49563
0.6846492355742518,49913
0.6846660822337405,50263
0.6841969659025571,50613
0.6833231893996038,50963
0.6831242399057644,51313
0.6826648420685095,51663
0.6823379139196023,52013
0.6823295605423835,52363
0.6817576079623591,52713
0.6809911449372434,53063
0.6804147964090871,53413
0.6800351678773897,53763
0.6792529433425215,54113
0.6781719287696228,54463
0.6776198053808364,54813
0.6774777589705693,55163
0.6774212806026063,55513
0.6767328434601798,55863
0.6766647255776191,56213
0.6755834937640759,56563
0.6761956170639839,56913
0.6753813258649981,57263
0.6755551776123725,57613
0.6753738306300007,57963
0.6752189583629996,58313
0.6746669022080141,58663
0.6745745958022534,59013
0.6735905294058031,59363
0.6732991781670378,59713
0.6731563406960804,60063
0.6729730018115709,60413
0.6724559878665906,60763
0.6717931542859984,61113
0.6718026346992817,61463
0.6719596501129133,61813
0.6719796587801046,62163
0.6718605700648256,62513
0.6718397725230087,62863
0.6721536551502364,63213
0.6722820046836611,63563
0.6719939877998404,63913
0.6718754364644189,64263
0.6715184374414664,64613
0.6720796549144152,64963
0.6714069070024112,65313
0.6708633954689018,65663
0.6711368881786303,66013
0.6711790412513242,66363
0.6709524317747191,66713
0.6706290900756063,67063
0.6705060383372196,67413
0.6691991948947408,67763
0.6691949587253603,68113
0.6687182348500372,68463
0.6681849061927904,68813
0.6675162030925013,69163
0.6665299154989425,69513
0.6650411194767869,69863
0.6643224072254362,70213
0.6640293267611476,70563
0.6638056674870186,70913
0.6643124770478303,71263
0.6643222448448711,71613
0.6642343881067161,71963
0.6638908412415533,72313
0.6635417604563053,72663
0.663363075008055,73013
0.6633902903096276,73363
0.6633676103966041,73713
0.6632259672925039,74063
0.6633110907025248,74413
0.662069108665313,74763
0.6608792219275402,75113
0.6605381653419455,75463
0.6600613014417408,75813
0.6590805484600116,76163
0.6586336309461716,76513
0.6587042603185157,76863
0.6592518345160394,77213
0.6582241762393736,77563
0.6581477310783392,77913
0.6576960535606083,78263
0.6569967036027435,78613
0.6567644956486317,78963
0.657702054602501,79313
0.6587026551392131,79663
0.6593380276263108,80013
0.6594639836604338,80363
0.6599560462485387,80713
0.6596580915630903,81063
0.6581177018996378,81413
0.6585534207415021,81763
0.6591912159416764,82113
0.6585683589507096,82463
0.6569354523021987,82813
0.6558049473478506,83163
0.6561583961769232,83513
0.6564375494791901,83863
0.6562265294906799,84213
0.6554378515612505,84563
0.6548989406682909,84913
0.6543890747723131,85263
0.653581652859777,85613
0.6523420861290484,85963
0.6522511926940305,86313
0.6531979283923799,86663
0.6528336344214115,87013
0.6520226427602007,87363
0.65272035633863,87713
0.6526881046197449,88063
0.6513096383686774,88413
0.649988068645493,88763
0.6510892797090174,89113
0.648653316764417,89463
0.6493417383915645,89813
0.6467062863427293,90163
