Entropy KNNBaseline neigh=20,x
0.7334765140956955,20163
0.7328551281907421,20513
0.7319608982241549,20863
0.7309898197888798,21213
0.7305473360655379,21563
0.7296249787730127,21913
0.728748810416161,22263
0.7284996992257072,22613
0.7275788246654947,22963
0.7265093122534454,23313
0.726246430176413,23663
0.7257480764085719,24013
0.725108724461329,24363
0.7243887146713056,24713
0.724035900672914,25063
0.722971398725255,25413
0.722304789427506,25763
0.7212089921435685,26113
0.7204435380490232,26463
0.7192866805976978,26813
0.7183905142412809,27163
0.7178068419605433,27513
0.7172809475856204,27863
0.7168944232458128,28213
0.716665290045496,28563
0.715770081405111,28913
0.7146852513005201,29263
0.7140805246594112,29613
0.7141301314815226,29963
0.713475364948953,30313
0.7130117998250736,30663
0.7123047540705146,31013
0.7123286650111429,31363
0.7119914882361915,31713
0.7115100003943827,32063
0.7112850712125773,32413
0.7107700100814763,32763
0.7100886405184134,33113
0.7095258936650366,33463
0.709193188960034,33813
0.7092567757720171,34163
0.7087415103003499,34513
0.7079082627920927,34863
0.7073532409465734,35213
0.7071549875624974,35563
0.7063262720552802,35913
0.7059115672486318,36263
0.7049841901890814,36613
0.7047480137379175,36963
0.7044460171958428,37313
0.7040565268655786,37663
0.7032360901748396,38013
0.7030941131722149,38363
0.7028054991664024,38713
0.7022380995073814,39063
0.7016354306552661,39413
0.7009159551977006,39763
0.7002617387154512,40113
0.6998877138057059,40463
0.6990998414059242,40813
0.698203333924482,41163
0.6977639552416632,41513
0.6969492594751128,41863
0.6963543928390348,42213
0.6959597682660487,42563
0.6955156985970385,42913
0.6945871730113929,43263
0.6935403139233056,43613
0.6934691614535673,43963
0.6929793320980354,44313
0.6922231274016517,44663
0.6919686199377194,45013
0.691805499002389,45363
0.6911413804161222,45713
0.6905193546791232,46063
0.6903044188103724,46413
0.689621284031542,46763
0.6884040536640057,47113
0.687969495946275,47463
0.6872376482249183,47813
0.6864570067357488,48163
0.685926920749108,48513
0.6851114781273779,48863
0.684286446570011,49213
0.6839975428663455,49563
0.6837875850493731,49913
0.6830488371253848,50263
0.6827166791220934,50613
0.6819316953635576,50963
0.6810525084856409,51313
0.6807606299157682,51663
0.6803448306744222,52013
0.6795851645100888,52363
0.678918835468602,52713
0.6788320125923503,53063
0.6787194663831002,53413
0.6779817980584575,53763
0.6778051073230227,54113
0.6775798904489043,54463
0.677233288004438,54813
0.6773329487629123,55163
0.6772215131395241,55513
0.6768933879319567,55863
0.6761409358707462,56213
0.6761446020591703,56563
0.6759473830323645,56913
0.6763472914631664,57263
0.6760147838912017,57613
0.6759879442978641,57963
0.6753531574082838,58313
0.6757932297609521,58663
0.6757113182368721,59013
0.6754642972138765,59363
0.675087183302118,59713
0.6751401901724458,60063
0.6748541289670268,60413
0.6741060144800466,60763
0.6729601277362931,61113
0.6735845762523665,61463
0.672845511254244,61813
0.6725083931895052,62163
0.6724206352372386,62513
0.6714294227902782,62863
0.6708298163153512,63213
0.670610235789923,63563
0.6695403735039301,63913
0.6695433936100494,64263
0.6689209205614252,64613
0.6685284973581521,64963
0.6674284392282727,65313
0.6672805596808922,65663
0.6669887480724002,66013
0.6670574471434016,66363
0.6663514582116182,66713
0.6656270500414581,67063
0.6652662088138123,67413
0.6641481921290157,67763
0.6640658871146233,68113
0.6634587749714588,68463
0.6630526352230879,68813
0.6622277454673992,69163
0.6619539994003011,69513
0.6615934272676236,69863
0.6615541691741584,70213
0.6600048142915116,70563
0.6601819778537646,70913
0.6600428701540958,71263
0.6599184832207169,71613
0.6609471006587941,71963
0.6607596750050735,72313
0.660234434692554,72663
0.6595503667594843,73013
0.6588027574777231,73363
0.657554282211558,73713
0.6565954155717398,74063
0.6568621189412824,74413
0.6569119230502783,74763
0.6575873395187709,75113
0.6569803000261021,75463
0.6560837499951037,75813
0.655897884820898,76163
0.6555287321768887,76513
0.6548178975991984,76863
0.6535659506198533,77213
0.6516419146027868,77563
0.6515103829327666,77913
0.6502509539131801,78263
0.649060188599111,78613
0.6473171571845108,78963
0.6457604713771292,79313
0.6464326797526462,79663
0.6469170745568107,80013
0.6465011956150524,80363
0.6467488081486197,80713
0.6468251761459853,81063
0.6459025117105222,81413
0.6453479136965979,81763
0.6452756615276123,82113
0.6451651572313594,82463
0.6446385334871488,82813
0.6443677862359376,83163
0.6444665200845974,83513
0.6455250703976492,83863
0.6450018418604961,84213
0.6447494685335501,84563
0.6430230257559624,84913
0.6422445434558385,85263
0.6427369712273133,85613
0.6435876786536616,85963
0.6421019869894747,86313
0.6426605008578345,86663
0.6419331807528373,87013
0.6418129054552681,87363
0.640350691403801,87713
0.6392821481801255,88063
0.6373348257155077,88413
0.6349463944180015,88763
0.6328937282308819,89113
0.633141181081357,89463
0.633680585227497,89813
0.6322104611240661,90163
