Entropy KNNBaseline neigh=15,x
0.7340044713074102,20163
0.7333031215509366,20513
0.73252757206051,20863
0.7306291117574436,21213
0.7290924322396851,21563
0.7287247726953772,21913
0.7277909423612651,22263
0.7269331149162134,22613
0.7263034051448213,22963
0.7256833121748903,23313
0.7258644846184619,23663
0.7255220984127875,24013
0.7249745703017203,24363
0.7239319833219433,24713
0.7239168420620563,25063
0.723299372581479,25413
0.7222156998858918,25763
0.7218292660008794,26113
0.7207120701956164,26463
0.7196599228732562,26813
0.7190769194786274,27163
0.7183614555414045,27513
0.7182334575006319,27863
0.7177068161464216,28213
0.7170533666058744,28563
0.7167341196952268,28913
0.7163885052315996,29263
0.7156143809917731,29613
0.7147416290965068,29963
0.7139158419673123,30313
0.7130892863931394,30663
0.7123920625985753,31013
0.7118390732874129,31363
0.7111653177146914,31713
0.7105743986171721,32063
0.7097809962980033,32413
0.7094951505391633,32763
0.7091526581305977,33113
0.7078849325868186,33463
0.7076683833507814,33813
0.7072955672483965,34163
0.7069654477586481,34513
0.7064958735734502,34863
0.7058786141327381,35213
0.7054075857667147,35563
0.7054530076241757,35913
0.7048677361716946,36263
0.7035422262972556,36613
0.7030394556697184,36963
0.7020899540480404,37313
0.7016357224797506,37663
0.7008792397936399,38013
0.7006130382758413,38363
0.6999156090840007,38713
0.69908514828767,39063
0.6987550377761579,39413
0.6984134093966076,39763
0.6981289304414855,40113
0.6974931984143692,40463
0.6969232581222802,40813
0.6969180639906952,41163
0.6965560077362569,41513
0.6953806805170601,41863
0.6949385687912528,42213
0.6940014849501722,42563
0.6936284703956005,42913
0.6934636768805592,43263
0.693015190958205,43613
0.69274866281683,43963
0.6922439627186935,44313
0.6916734772732664,44663
0.6918517955302753,45013
0.6914051921523494,45363
0.6906497204088818,45713
0.6900061688129574,46063
0.6894016234696383,46413
0.6889089692607147,46763
0.6886423546569527,47113
0.688246054299555,47463
0.6883633759817124,47813
0.6879459905379007,48163
0.6877432147586993,48513
0.6870066286966924,48863
0.686965266996419,49213
0.6863152127162043,49563
0.6857894786137927,49913
0.6856903146020666,50263
0.6849678956521601,50613
0.6847653336688936,50963
0.6842129028476344,51313
0.68401712360913,51663
0.6825409865584521,52013
0.6818987422908154,52363
0.6818051614836074,52713
0.6809927523238039,53063
0.6809522781288726,53413
0.6807493028468001,53763
0.6803756219049351,54113
0.6799147506992176,54463
0.6792705887709876,54813
0.6790973694139106,55163
0.6787863581469648,55513
0.6779220134196586,55863
0.6773400434139475,56213
0.6773445528739489,56563
0.677535021003756,56913
0.6770865832697341,57263
0.676870582059992,57613
0.6762770444063082,57963
0.6759111766082383,58313
0.6756304844711744,58663
0.6756439653855285,59013
0.6751702822168385,59363
0.6750528282188885,59713
0.6750863303730624,60063
0.6745334696925536,60413
0.6737600675310458,60763
0.6732320044008552,61113
0.6730822109164837,61463
0.6719239023534368,61813
0.6716963075025354,62163
0.6722241448456991,62513
0.6722787397962688,62863
0.6715115979060233,63213
0.6713141554556123,63563
0.6710938349239215,63913
0.670405774943436,64263
0.6701265281278354,64613
0.6691384321737706,64963
0.6686968713260851,65313
0.667537389441877,65663
0.6674470725323767,66013
0.6669965848406971,66363
0.6663531619276779,66713
0.6660963735433131,67063
0.6652946491125957,67413
0.6658662636052054,67763
0.6658288440087038,68113
0.665598271893068,68463
0.6651614852185312,68813
0.6649981759907067,69163
0.6646270968797552,69513
0.6643530096919049,69863
0.6642739355949114,70213
0.6643426025217084,70563
0.6644283825905648,70913
0.6647124646685233,71263
0.664082451563726,71613
0.6639667509171114,71963
0.6638018279696111,72313
0.6639944616115833,72663
0.6632237510912395,73013
0.6629948117188115,73363
0.6624893047593562,73713
0.6618402920594451,74063
0.6613635139548639,74413
0.6614697965674835,74763
0.6602905664443809,75113
0.6595620777474054,75463
0.6591215675979738,75813
0.658770456138392,76163
0.658632074593907,76513
0.6591063514961735,76863
0.6584125613053704,77213
0.657886666781433,77563
0.6570313023303962,77913
0.65737879179169,78263
0.6571854680311829,78613
0.6566023977323355,78963
0.6581899280048951,79313
0.6565197792693293,79663
0.6562170719590004,80013
0.6560375910895171,80363
0.6543774666309288,80713
0.6526240395167223,81063
0.6524206729882311,81413
0.6513530497123827,81763
0.6506484013678471,82113
0.6492297475516562,82463
0.6493539644731053,82813
0.6492275660832879,83163
0.6501414523214983,83513
0.6507894051460842,83863
0.6495199317492748,84213
0.6486250418196199,84563
0.6481767535228231,84913
0.6478200934209052,85263
0.6479664094171935,85613
0.6474697512316698,85963
0.6489058184555662,86313
0.6492120614009543,86663
0.6485855597483363,87013
0.6470753660573704,87363
0.6464078349138981,87713
0.6458925989718837,88063
0.6468242653362198,88413
0.6461048060396885,88763
0.6452382606809733,89113
0.6458619372647467,89463
0.6430250457050625,89813
0.641722728685131,90163
