Uncertainty KNNWithMeans neigh=10,x
0.7560263394721971,20163
0.7547465801176707,20513
0.7536936014935515,20863
0.752224002729669,21213
0.7511182522429,21563
0.7499052061104311,21913
0.7488885490626946,22263
0.748549898005574,22613
0.7476816984347906,22963
0.7468489226515037,23313
0.7461230295206995,23663
0.7456258044516806,24013
0.7452703756091998,24363
0.7446473296931715,24713
0.7439441575700806,25063
0.7433156608612538,25413
0.7429898380365747,25763
0.7420598196812714,26113
0.7409157395306193,26463
0.7401073313379516,26813
0.7391880429922463,27163
0.7387524104083102,27513
0.7376252536463841,27863
0.7367491938548467,28213
0.7367904397207946,28563
0.736300293943557,28913
0.7360046170303131,29263
0.7351034590591073,29613
0.7347524171319116,29963
0.7337516639068247,30313
0.7329283612237611,30663
0.7326309470816535,31013
0.7322641836277926,31363
0.7318611147390058,31713
0.7305921050319183,32063
0.7301370195959934,32413
0.7296527171558895,32763
0.729084587383465,33113
0.7285209577942309,33463
0.7279642029137552,33813
0.7276271512985645,34163
0.7265162113372824,34513
0.7259435709877327,34863
0.7256683803074419,35213
0.7250696584516919,35563
0.7247178348877306,35913
0.7242714946109519,36263
0.723751875752907,36613
0.7231925652376313,36963
0.7224671076600839,37313
0.7217895624039209,37663
0.721584687330606,38013
0.7212643936413992,38363
0.7202648618868271,38713
0.7196379722029331,39063
0.7195259117485875,39413
0.7192356316643828,39763
0.7181784407174977,40113
0.7173493057364666,40463
0.7173152883890702,40813
0.7166145907347246,41163
0.7159565574068164,41513
0.7162862861328342,41863
0.7163406412102242,42213
0.7160994741395658,42563
0.7159831583647803,42913
0.7155944151390888,43263
0.7157161818587086,43613
0.7159563215747441,43963
0.7149760730263103,44313
0.7147304349400495,44663
0.7139859862196586,45013
0.7134415225159191,45363
0.7134208906018407,45713
0.7132316397348102,46063
0.7128797280563572,46413
0.7124033934163952,46763
0.7121792484525171,47113
0.7115128100006813,47463
0.7109286360382183,47813
0.7111563639620336,48163
0.7102464768562353,48513
0.7098497085331189,48863
0.7095414824403583,49213
0.7092251838439989,49563
0.7092510046726451,49913
0.7095986741152022,50263
0.7095375187247347,50613
0.7093274393611637,50963
0.708519652202622,51313
0.708122474933352,51663
0.7080815020975924,52013
0.7075186938964362,52363
0.7070782139799797,52713
0.7070954534795136,53063
0.7062111858958237,53413
0.705958127165077,53763
0.7057544204550263,54113
0.7061269596749118,54463
0.7050957084723487,54813
0.7048363099784302,55163
0.7051118049635644,55513
0.7051579984705619,55863
0.7046305697039129,56213
0.7040757359229719,56563
0.7040236236777725,56913
0.7040722623853013,57263
0.7045536826860768,57613
0.704099748639055,57963
0.7038718724687608,58313
0.703302154261716,58663
0.7029955917420783,59013
0.703087123267056,59363
0.7024862955529866,59713
0.7019554607975338,60063
0.7008417392217278,60413
0.7005788377834645,60763
0.6998604552289166,61113
0.7000800395904584,61463
0.6997974945309486,61813
0.6997490518162258,62163
0.699453676707677,62513
0.6990276727289548,62863
0.6988726426073082,63213
0.6974940909135606,63563
0.6958076519152623,63913
0.6953778758162714,64263
0.6942922940207771,64613
0.6933831918042478,64963
0.6932540175940781,65313
0.6932152728136688,65663
0.6925788551521359,66013
0.6910872567629507,66363
0.6909820450706342,66713
0.6900245664421711,67063
0.6906217425763137,67413
0.6905603700418715,67763
0.6906540140574001,68113
0.6902671371455892,68463
0.6892755044574406,68813
0.6898126808914173,69163
0.6892018900284711,69513
0.6886608135058614,69863
0.6889031135421616,70213
0.6887040222172058,70563
0.6882822131274994,70913
0.6889239659069656,71263
0.6883896919527762,71613
0.6873765613627513,71963
0.6876156889568635,72313
0.6877415609748664,72663
0.6879773407748749,73013
0.6884521503499788,73363
0.6884978183056039,73713
0.6883769192386004,74063
0.6878278792039465,74413
0.6873523197932997,74763
0.6870113588134971,75113
0.6861559106133772,75463
0.6849163240754834,75813
0.6848062578003643,76163
0.6841540024602712,76513
0.6839224907959781,76863
0.6840285542527924,77213
0.6835725789370576,77563
0.6829681686328458,77913
0.6828968012769777,78263
0.6831927377306792,78613
0.6826074795436922,78963
0.6826569934723535,79313
0.6828277963369606,79663
0.6827627958003216,80013
0.6833828256249795,80363
0.6823650221531118,80713
0.6823276916489094,81063
0.6818338524682582,81413
0.6810614018689389,81763
0.6823893222645689,82113
0.6833545857416907,82463
0.6827548008043935,82813
0.6818107435023577,83163
0.682548493917563,83513
0.6811092850977181,83863
0.6808329874196815,84213
0.6787876283608649,84563
0.6792313694954856,84913
0.6786600465099347,85263
0.6788226071650532,85613
0.6776694723497729,85963
0.6770991736609071,86313
0.6762280719949492,86663
0.6751781587862802,87013
0.6760710610837262,87363
0.6759551461351626,87713
0.6751303082336815,88063
0.6726368619933197,88413
0.6722610978434889,88763
0.6721622708866596,89113
0.6698899193159233,89463
0.6700695888616899,89813
0.6694217297191121,90163
