Entropy KNNWithZScore neigh=15,x
0.7473182555605457,20163
0.746798612936641,20513
0.7458806347665158,20863
0.7439797411819193,21213
0.7426716287162742,21563
0.7424780912730558,21913
0.741733070266032,22263
0.7410625515512063,22613
0.7404221864170795,22963
0.7397352617440488,23313
0.7399443994375616,23663
0.7392911723081463,24013
0.7385458263045855,24363
0.737488396782593,24713
0.7370980843343372,25063
0.7363289487180879,25413
0.7354112092493915,25763
0.734895456692362,26113
0.7340854327563449,26463
0.732983898840078,26813
0.7324936044454743,27163
0.7317852529528565,27513
0.7316513430640327,27863
0.7309906572367528,28213
0.7301841920634101,28563
0.7295221141866278,28913
0.729307313091761,29263
0.7283016953976785,29613
0.7273485493558541,29963
0.726840410706579,30313
0.726166227594594,30663
0.7254047698882945,31013
0.7248243628113187,31363
0.7241617975649055,31713
0.7234804782869843,32063
0.7227944623769368,32413
0.7223947963956582,32763
0.7220557929352865,33113
0.721147145884161,33463
0.7208014895747167,33813
0.7203848620382468,34163
0.7198694551310727,34513
0.7192579354615917,34863
0.718519156894132,35213
0.7180669780045479,35563
0.7179518836659227,35913
0.7170474388216826,36263
0.7156691436547823,36613
0.7151458598450218,36963
0.7142884249236042,37313
0.713608070602273,37663
0.7131683541100807,38013
0.7130187381211132,38363
0.712376619663808,38713
0.7116576693375449,39063
0.7114383075913225,39413
0.7113576272032357,39763
0.7110783597506101,40113
0.7105712678100243,40463
0.7102045235460326,40813
0.7101934355903549,41163
0.7096367691538654,41513
0.7082187661839643,41863
0.7078530052775354,42213
0.7067796481121782,42563
0.7064426626581574,42913
0.7063649740874798,43263
0.7059946467559602,43613
0.7057561281827647,43963
0.7052468927913479,44313
0.7045595757577369,44663
0.7049172084298045,45013
0.7041504793712197,45363
0.7031543369593171,45713
0.7024694753293658,46063
0.7016306396085035,46413
0.7009204965617878,46763
0.7005701397686132,47113
0.7000199665997608,47463
0.7000151677105284,47813
0.6994660088040486,48163
0.6992126075810942,48513
0.6981871587693897,48863
0.6978346220346195,49213
0.6970125948045323,49563
0.6964777064800192,49913
0.6962786649176157,50263
0.695318927662215,50613
0.6949554051619179,50963
0.6944155288101378,51313
0.6941480812828036,51663
0.6926330053159049,52013
0.6919167882765022,52363
0.6917956595053574,52713
0.6908329960637286,53063
0.690819617222563,53413
0.6905711758599721,53763
0.690312620808551,54113
0.6898711102204262,54463
0.6894178704364975,54813
0.6892303992340926,55163
0.6889071682766155,55513
0.6881861300027192,55863
0.6876519512599802,56213
0.6875609714418538,56563
0.6874497803181633,56913
0.6865610497201579,57263
0.686433943114929,57613
0.6858275677671724,57963
0.685360629133003,58313
0.6853151845054066,58663
0.6851048019551345,59013
0.684643594587669,59363
0.6848761011484695,59713
0.6848685500330782,60063
0.6837964022075785,60413
0.68292328380737,60763
0.6822945689848705,61113
0.6819741209983029,61463
0.6810915113513788,61813
0.6806796541661108,62163
0.6812499359888401,62513
0.6813069905161085,62863
0.6806188520741138,63213
0.6803263765934537,63563
0.6799581152830321,63913
0.6794933071352974,64263
0.6793589161840998,64613
0.6784904356973303,64963
0.6780645805198398,65313
0.6772961655013877,65663
0.6773553174898251,66013
0.6770868193562772,66363
0.6766762273664977,66713
0.6764067163656267,67063
0.6755428639728177,67413
0.6761400092260162,67763
0.6760842316750051,68113
0.6756485807734567,68463
0.6752014286327477,68813
0.674962447350483,69163
0.6745965446265638,69513
0.6742771159911869,69863
0.6748545078012365,70213
0.6750468723417694,70563
0.6749438200032866,70913
0.6752674428553558,71263
0.6749333543216804,71613
0.6749203381149259,71963
0.6750948866997876,72313
0.6753656514079367,72663
0.6744721183454685,73013
0.6745940278872203,73363
0.6739253074913321,73713
0.6731937410962424,74063
0.6728883917510116,74413
0.6726229591762549,74763
0.671589745711747,75113
0.6708833366367629,75463
0.6703644737741765,75813
0.6700900298052179,76163
0.6697689048625913,76513
0.67019570682052,76863
0.6696806723181463,77213
0.6690380446319556,77563
0.6681564231673124,77913
0.6683802840869137,78263
0.6682569928215357,78613
0.6677376415538189,78963
0.669407147241579,79313
0.6675505762010311,79663
0.6670468811951747,80013
0.6661781755017288,80363
0.6644696173809027,80713
0.6629443933727494,81063
0.6626981577052246,81413
0.6617024145597763,81763
0.6611992174857676,82113
0.6594823352619714,82463
0.6595475786835331,82813
0.6596815311775243,83163
0.6611199704418462,83513
0.6619840227741549,83863
0.6604034768656262,84213
0.6598354134460047,84563
0.6594641933585409,84913
0.6591111935501168,85263
0.6586518970005126,85613
0.6579617615800044,85963
0.6592553102130241,86313
0.6596020457884435,86663
0.6595661382545778,87013
0.6579534679910883,87363
0.6571506631558319,87713
0.6570760470383494,88063
0.6582152127871027,88413
0.6570830334139113,88763
0.6568218939881444,89113
0.6576556814499821,89463
0.6550005330660313,89813
0.6538767284840545,90163
