QBC consensus KNNBasic neigh=20,x
0.801060616375791,20160
0.8003453753656,20510
0.799355379475619,20860
0.7990008287498065,21210
0.7980543032615226,21560
0.7969001002843047,21910
0.7967416480227617,22260
0.795852015934318,22610
0.7953188615224301,22960
0.7943575891278943,23310
0.7938066364295255,23660
0.7927456854142599,24010
0.7920348965290461,24360
0.7916127474061967,24710
0.7913004400573798,25060
0.7904005184032875,25410
0.7898614178291525,25760
0.7887852517397284,26110
0.7878289239435876,26460
0.7871377108544695,26810
0.7866662130403779,27160
0.7860648507883343,27510
0.7859657659589303,27860
0.7855423122174057,28210
0.7851139715363233,28560
0.7848227875757077,28910
0.7843186914589926,29260
0.783792051462431,29610
0.7834937475368067,29960
0.7826005405451418,30310
0.781961115144755,30660
0.7818368000957929,31010
0.7817566031881141,31360
0.7810985219378792,31710
0.780816726197095,32060
0.7799837349461922,32410
0.7790271470227296,32760
0.7784308682792508,33110
0.7777486649182245,33460
0.7773628806605473,33810
0.7769365681269492,34160
0.7767784706798301,34510
0.7758493600450689,34860
0.775787873674845,35210
0.7745916247780457,35560
0.7745410905269641,35910
0.774889204582427,36260
0.773974204892782,36610
0.7733333409734828,36960
0.7729818573319189,37310
0.7720774289119156,37660
0.7708569586672501,38010
0.7696385352851862,38360
0.7696045178243328,38710
0.768954700241932,39060
0.768301782172886,39410
0.7673923933369703,39760
0.7669437179813902,40110
0.7666375655853894,40460
0.7659243666279024,40810
0.7659593065525191,41160
0.7651099549587753,41510
0.7646194544246249,41860
0.7638673289767979,42210
0.7627630158383938,42560
0.7625513107759477,42910
0.761414004815762,43260
0.7615004367397931,43610
0.7611073517868426,43960
0.7604992753000009,44310
0.7597797481462442,44660
0.7597963899954685,45010
0.7594865939493519,45360
0.759099158705626,45710
0.7587762384358997,46060
0.7581866164418279,46410
0.7579534094486692,46760
0.7572498624641923,47110
0.7576967378476612,47460
0.7572788271937951,47810
0.7562826321872261,48160
0.755371156124358,48510
0.7548352951777757,48860
0.7544399393986543,49210
0.7535306491883128,49560
0.7531011154997329,49910
0.7523332991462746,50260
0.7518058337362091,50610
0.7512122665688613,50960
0.7508160492126363,51310
0.7504514691900891,51660
0.7504591981613441,52010
0.7490745835960624,52360
0.7495334601225239,52710
0.7477820798780691,53060
0.7461138864145802,53410
0.7455458983173006,53760
0.7452077220091269,54110
0.7446769639915116,54460
0.7442893182238802,54810
0.7442159439918168,55160
0.7432665835356423,55510
0.7429550494672993,55860
0.7422743347299989,56210
0.7409608811844646,56560
0.740607329703533,56910
0.7402586468515947,57260
0.7399274974355645,57610
0.7396340163037448,57960
0.7399078006393706,58310
0.7383869688738814,58660
0.7379565403422412,59010
0.7373194777467617,59360
0.7365344314059041,59710
0.7354639106507679,60060
0.7345633544941303,60410
0.7336833382140251,60760
0.7327010468587792,61110
0.7316980415490307,61460
0.7308976052795161,61810
0.7303983181388553,62160
0.7299726848268957,62510
0.7294606078140509,62860
0.7297939637255463,63210
0.7288281467905576,63560
0.7278569905528584,63910
0.7273047322484507,64260
0.7265723099420449,64610
0.7261169854237475,64960
0.7249234093983328,65310
0.7247908948644008,65660
0.724293270965086,66010
0.7235046464509421,66360
0.7235687484601195,66710
0.7232960029397633,67060
0.7238218848239808,67410
0.723199512202016,67760
0.722791035614187,68110
0.7233116076949425,68460
0.7229005475100522,68810
0.7228950774004634,69160
0.7229133458947739,69510
0.7219759729560216,69860
0.7209004885096879,70210
0.7210054890882042,70560
0.7188667059278314,70910
0.7175483483878923,71260
0.7177222944497933,71610
0.7157635528493613,71960
0.7150069273713479,72310
0.7146226851493557,72660
0.7143188554935139,73010
0.7137021837365688,73360
0.7129128755576418,73710
0.7105931795551332,74060
0.7098538966996341,74410
0.7085863574936307,74760
0.7079053943895022,75110
0.7057715960803412,75460
0.7050160126067647,75810
0.7028450918361197,76160
0.7031716098800939,76510
0.7041566512577759,76860
0.7038303791077354,77210
0.7028138400610857,77560
0.7018477719634897,77910
0.7006693742201604,78260
0.700272498341996,78610
0.6998556031545343,78960
0.7000250915639462,79310
0.7006086902114969,79660
0.6995457621252934,80010
0.6999609276881151,80360
0.6969843461645021,80710
0.6958272963287098,81060
0.6940759836134336,81410
0.6928420956358027,81760
0.6932857974233677,82110
0.6930753392635776,82460
0.6927180456475872,82810
0.6935427703642668,83160
0.692712382201646,83510
0.6931400737058345,83860
0.6927039132557108,84210
0.692578705283554,84560
0.6928775818730936,84910
0.6914650984643842,85260
0.6905774406976143,85610
0.6895917343020177,85960
0.6889472777384451,86310
0.6892384240131392,86660
0.6892282386943219,87010
0.6881720755147888,87360
0.6865533243349131,87710
0.6852051699680795,88060
0.685294926676284,88410
0.6838658606707431,88760
0.6844088891650919,89110
0.6861523443694529,89460
0.6877473479042916,89810
0.6850452417955453,90160
