Uncertainty KNNBaseline neigh=10,x
0.7358077830693894,20163
0.7345283055658217,20513
0.7334710600185607,20863
0.7318920645051249,21213
0.7305184162006395,21563
0.7294000956928532,21913
0.7285517887154326,22263
0.7279646030704364,22613
0.7270332930421948,22963
0.7260704041754682,23313
0.7249022326012966,23663
0.7241286090941688,24013
0.7235639365800062,24363
0.722978744965504,24713
0.7220371375222874,25063
0.7212854036916004,25413
0.7207044064234036,25763
0.7196773128111368,26113
0.7188085726103933,26463
0.7182653134885131,26813
0.717642737858212,27163
0.716745315280149,27513
0.7155972770597223,27863
0.7150673288858328,28213
0.7149857386779687,28563
0.7144113073832357,28913
0.714110359249731,29263
0.7135224669495596,29613
0.7131105414785283,29963
0.7121144935432141,30313
0.7114281342540518,30663
0.7107673145384823,31013
0.7105225512888419,31363
0.7101868605911891,31713
0.7089380326373235,32063
0.708500107264563,32413
0.7081224299320935,32763
0.7074812196015139,33113
0.7067623079538193,33463
0.7060696650412284,33813
0.7057649231240374,34163
0.7049866949048521,34513
0.7043633852831981,34863
0.7041736873447456,35213
0.7037153459139905,35563
0.7032005576323198,35913
0.7027743548800128,36263
0.7023271493438503,36613
0.7019183672093189,36963
0.7013143707916106,37313
0.7007584924010103,37663
0.7004709034874638,38013
0.7000689732476011,38363
0.6990572716433456,38713
0.6985005221928473,39063
0.6983793840660432,39413
0.6981867343296742,39763
0.6969352917674699,40113
0.6962283582990538,40463
0.6960589106176217,40813
0.6956600544084054,41163
0.6950580519577261,41513
0.6951653414722327,41863
0.6951949393410055,42213
0.6950682031195178,42563
0.6947705390628084,42913
0.6941627939041873,43263
0.6943105886940899,43613
0.6942678288120191,43963
0.6933843519667392,44313
0.6931872415855234,44663
0.6925623419890027,45013
0.6919981973689158,45363
0.692000283638051,45713
0.6916707759371556,46063
0.6912637411191641,46413
0.6906879897094685,46763
0.6904712862725221,47113
0.6897041553708709,47463
0.6890662874681504,47813
0.6892062265769743,48163
0.6886585204928665,48513
0.6882322132944005,48863
0.6880504580692247,49213
0.6876390870052824,49563
0.6877694285355089,49913
0.6879512170843131,50263
0.6878102984170675,50613
0.6875754941063267,50963
0.6864522440953216,51313
0.6860145428109757,51663
0.6858617114258212,52013
0.6854309550687762,52363
0.6849167823291333,52713
0.6849842423372087,53063
0.6840284301685937,53413
0.6836197208941799,53763
0.6831652132429222,54113
0.6834108739763766,54463
0.6825055318793138,54813
0.682609731351929,55163
0.6827839233002734,55513
0.6827353876263123,55863
0.6822656432387618,56213
0.6814837091024102,56563
0.6814249859912669,56913
0.6813269149827776,57263
0.6817466411488606,57613
0.6814973102954848,57963
0.6813488703800394,58313
0.6809295127963921,58663
0.6806971174481233,59013
0.6808207644028472,59363
0.6802987800028645,59713
0.6799173689935811,60063
0.6788110972436195,60413
0.6785024485778476,60763
0.6780682004715808,61113
0.6784955343756969,61463
0.6780673857423821,61813
0.6780200105958586,62163
0.6779420792820972,62513
0.6777282895627014,62863
0.6774254699424085,63213
0.6761996743279107,63563
0.6747895707822806,63913
0.6743264069811798,64263
0.6733514729347149,64613
0.6725526476891859,64963
0.6724657586029171,65313
0.6722694280777448,65663
0.6717774631731103,66013
0.6703599113051699,66363
0.6700133124861988,66713
0.6690057132705168,67063
0.6695530207645346,67413
0.6693222145188915,67763
0.6696037639924156,68113
0.6688302946383978,68463
0.6681245406627125,68813
0.6687069029695197,69163
0.6682710611606211,69513
0.667899811069695,69863
0.6680492804286793,70213
0.6680262315571285,70563
0.6677152287815433,70913
0.6681813994384392,71263
0.6677501368838065,71613
0.6666634338539031,71963
0.6673119922516544,72313
0.6675021971458426,72663
0.6675351772770386,73013
0.6678422419839418,73363
0.6679864707287738,73713
0.6678582994196547,74063
0.6672236067074845,74413
0.6667553728590784,74763
0.6663796152382101,75113
0.6655276323641125,75463
0.6643066134286794,75813
0.6638444640628257,76163
0.6632084857825122,76513
0.6628540406065081,76863
0.6629027798882626,77213
0.6620036317437122,77563
0.661175226790292,77913
0.6611506681448155,78263
0.6614113741198973,78613
0.6608969336199435,78963
0.6608648015994397,79313
0.6609512443861938,79663
0.6607879870448122,80013
0.6612979890289743,80363
0.6601837384421365,80713
0.6601231364959218,81063
0.6599118628977342,81413
0.6591260328606615,81763
0.6602718136126473,82113
0.6612032551141207,82463
0.6606661058634538,82813
0.6593790203162054,83163
0.6601224950165259,83513
0.6586386086272729,83863
0.6582805659690301,84213
0.6562903524815639,84563
0.6568752223397629,84913
0.6560027398150613,85263
0.6565602238286932,85613
0.6555149354668762,85963
0.6550786886427477,86313
0.6543938516529846,86663
0.6535540990792087,87013
0.6545765027530935,87363
0.6538434952887061,87713
0.652961010522193,88063
0.6505018792418953,88413
0.6500662541591236,88763
0.6499186747202478,89113
0.6475566860787197,89463
0.6474947597799169,89813
0.6466742453193022,90163
