Random KNNWithMeans neigh=20,x
0.7531262545626662,20163
0.7519229659914954,20513
0.7502703694624102,20863
0.7484608763792615,21213
0.7469759440835279,21563
0.7461644391492672,21913
0.7456119053903515,22263
0.7444553192928188,22613
0.7427456896831675,22963
0.7418375012295846,23313
0.7409457764836717,23663
0.7401204606641596,24013
0.7394288782532326,24363
0.7386507587271939,24713
0.7379195580256876,25063
0.7363496249366064,25413
0.7363385517641897,25763
0.7350532489113631,26113
0.734405351407383,26463
0.7339940104815076,26813
0.7336930335186107,27163
0.7328611697850428,27513
0.7326732091504519,27863
0.731989087571976,28213
0.7316763314768061,28563
0.730684304829217,28913
0.7306243014867972,29263
0.7299713668159765,29613
0.729329888409695,29963
0.7289311893578733,30313
0.7284569635264029,30663
0.7278141262562833,31013
0.7265581039120856,31363
0.7259473924177808,31713
0.7255563751840429,32063
0.7251984201237401,32413
0.7244537618735735,32763
0.7238485737553176,33113
0.723290409465407,33463
0.7225358489886171,33813
0.7218618376372725,34163
0.7215873087030219,34513
0.7212906591562092,34863
0.7209423543831339,35213
0.7201369692714953,35563
0.7195736524586005,35913
0.7185145292898354,36263
0.7178387031752105,36613
0.7175834013832622,36963
0.7170088852324109,37313
0.716621589663079,37663
0.7160204873843032,38013
0.7153340547702896,38363
0.7143845673011532,38713
0.7140345313167371,39063
0.7133779724181055,39413
0.7125851506931812,39763
0.7118645235441892,40113
0.7117537189014334,40463
0.7111204801950949,40813
0.7111028038746142,41163
0.7108099779825691,41513
0.7107466821594084,41863
0.7102745625136608,42213
0.7105567924563418,42563
0.710256392999751,42913
0.7102913638186092,43263
0.7099734584286644,43613
0.7091339145289316,43963
0.709511933763679,44313
0.7091257781268678,44663
0.7087973935457822,45013
0.7082357873316389,45363
0.7075737376343679,45713
0.707521378240047,46063
0.7070346280015314,46413
0.7064497425256308,46763
0.7057864855803007,47113
0.7057087968101515,47463
0.70538341760833,47813
0.7055899978143323,48163
0.7050117821489638,48513
0.7046541195884068,48863
0.7039940323419445,49213
0.704339503973306,49563
0.7037526228805547,49913
0.70335700657201,50263
0.7028667816119788,50613
0.7025072384095292,50963
0.7018482009886338,51313
0.7012829935213927,51663
0.7009660793761558,52013
0.7007560241862053,52363
0.7001857054429651,52713
0.6995230471852296,53063
0.699217021377095,53413
0.6990593030052757,53763
0.6992280418859289,54113
0.699061621965259,54463
0.6989209760541637,54813
0.6987386293296588,55163
0.6979544831996549,55513
0.6979518080726612,55863
0.6972415888903771,56213
0.6967536178131353,56563
0.6962452981910829,56913
0.6956982618707844,57263
0.6953823310325257,57613
0.6954907877081336,57963
0.6957821445073694,58313
0.695676161797326,58663
0.6957113746404543,59013
0.69619172538542,59363
0.6959637929540936,59713
0.6959293592133505,60063
0.6957389386723771,60413
0.6960212592112814,60763
0.6957857767642954,61113
0.6953742435698562,61463
0.6951551512457573,61813
0.6948313909165303,62163
0.6950729013705137,62513
0.694822046678639,62863
0.6948198424916983,63213
0.6947480265792263,63563
0.6945511794508856,63913
0.6940611863005689,64263
0.6932728016009149,64613
0.6932715595601869,64963
0.6929683060504714,65313
0.6928898725649334,65663
0.6927385302582167,66013
0.6922844598633662,66363
0.6916967127789466,66713
0.691144839899779,67063
0.6912023858807296,67413
0.6911590245024614,67763
0.6907942931943694,68113
0.6908486982155487,68463
0.6907722017948826,68813
0.6906619204150568,69163
0.6907469512390177,69513
0.6907984935941067,69863
0.6908221601826763,70213
0.6911191896208098,70563
0.6912991035134228,70913
0.6910118730653065,71263
0.6907057050405675,71613
0.6908415302094485,71963
0.6912293951507743,72313
0.6907116758282353,72663
0.6915473446225366,73013
0.6906649455324294,73363
0.6901274538837295,73713
0.6903060308039239,74063
0.689677892488396,74413
0.689564507886127,74763
0.6891925584951715,75113
0.6889010293276742,75463
0.6878960576085954,75813
0.6875731806564032,76163
0.6876695968257049,76513
0.6872061120863486,76863
0.6862506442765164,77213
0.6857143943659717,77563
0.6855051546508645,77913
0.6856841668176643,78263
0.6868696595417205,78613
0.686725016053087,78963
0.686872364305587,79313
0.6863763875760591,79663
0.6857070907433636,80013
0.6859046069082154,80363
0.6860702057915178,80713
0.6865025489716404,81063
0.6868276921079332,81413
0.6865995418734422,81763
0.6868455212233601,82113
0.686947283642391,82463
0.6860273649906412,82813
0.6867664055370089,83163
0.6867640165750736,83513
0.687633535970859,83863
0.6876299058636886,84213
0.687726608009989,84563
0.6884246388533468,84913
0.6885587362118498,85263
0.6871776486057404,85613
0.6870043290463661,85963
0.6872310733378014,86313
0.6853728596618129,86663
0.6840766879007126,87013
0.684771306887124,87363
0.6842619704519204,87713
0.6850475973401954,88063
0.6835961435863003,88413
0.68466806317703,88763
0.6836429774942241,89113
0.6819972108829113,89463
0.681501631126097,89813
0.6820072346135455,90163
