Random KNNBasic neigh=15,x
0.8012181597199641,20163
0.7998657503987185,20513
0.7989530648637007,20863
0.797180080370684,21213
0.7964540124851215,21563
0.7953744678359905,21913
0.7938386885123953,22263
0.7923531941800953,22613
0.7917524517253232,22963
0.7903193480018608,23313
0.7887708713620482,23663
0.7882549411477429,24013
0.7875915081526037,24363
0.7871152767045212,24713
0.7860377001873499,25063
0.7852640823853375,25413
0.7838944582451856,25763
0.7830262019376527,26113
0.7818048814449976,26463
0.780155096703551,26813
0.7801144372723049,27163
0.7791656448485127,27513
0.7782124826790577,27863
0.7774474642099265,28213
0.7770259469030009,28563
0.7764200541619397,28913
0.7757362446088505,29263
0.775341168990059,29613
0.7744948507993005,29963
0.7734109715938882,30313
0.7727790665396063,30663
0.7720949132338003,31013
0.7713536042041902,31363
0.7706996503499933,31713
0.7698105016268653,32063
0.7691828528843719,32413
0.7684469946523561,32763
0.7680686396912987,33113
0.7671828963490964,33463
0.7660976037426112,33813
0.7660721184467685,34163
0.7658051884340709,34513
0.7650055467769868,34863
0.7640669070418629,35213
0.7633313296275789,35563
0.762562809074171,35913
0.7612076989137865,36263
0.7604482048749446,36613
0.7593552678388951,36963
0.7589446355640913,37313
0.7584688976616915,37663
0.7585232012094801,38013
0.7578661447780043,38363
0.7576949031860724,38713
0.7573218803206072,39063
0.7564600458908116,39413
0.7557240410923836,39763
0.7548686915561836,40113
0.7545965242678095,40463
0.7544708945531208,40813
0.7538304218971552,41163
0.7529886268217065,41513
0.7526486040254681,41863
0.7513492379426528,42213
0.7514695063357971,42563
0.7502604786098603,42913
0.7494000591989868,43263
0.7487315732810631,43613
0.7481421346088694,43963
0.7472595139290562,44313
0.7470982271947444,44663
0.7459103871482046,45013
0.7460070917948691,45363
0.7457376196590547,45713
0.7451148694248126,46063
0.7444495990382537,46413
0.7444090062161275,46763
0.7444426069878687,47113
0.744080324118501,47463
0.7436007283462964,47813
0.7430225205996408,48163
0.7421205716246989,48513
0.7419921524953013,48863
0.7416905674179702,49213
0.7417569620288336,49563
0.7413511147145937,49913
0.7411095403015902,50263
0.7405047514704132,50613
0.7402410711017081,50963
0.739691062128333,51313
0.7387689426463311,51663
0.7385347161046633,52013
0.7386469664282483,52363
0.7385296159784186,52713
0.7381233525115524,53063
0.73738279811177,53413
0.7370379005020901,53763
0.7364684513478077,54113
0.7358093714222937,54463
0.735787161102435,54813
0.7352513266183754,55163
0.7349895247967957,55513
0.7351422586050161,55863
0.7346014559836839,56213
0.734490268091466,56563
0.7342948736795825,56913
0.7338332572148559,57263
0.7327700821697241,57613
0.7329606854019406,57963
0.7322176011524967,58313
0.7312681474036815,58663
0.7307175864011362,59013
0.7300683116264107,59363
0.7301016794014952,59713
0.7300359607163337,60063
0.7298688396412792,60413
0.7299336702214698,60763
0.7295837303647706,61113
0.7299208269754964,61463
0.7292252056446445,61813
0.7290584748974518,62163
0.728619263391613,62513
0.7288433500324506,62863
0.7281918099568551,63213
0.7276799051682781,63563
0.7278552860693315,63913
0.7279178969996001,64263
0.7281370296021619,64613
0.7283952332447021,64963
0.7275301629221992,65313
0.7271557266964013,65663
0.7272835013287553,66013
0.7268273219183274,66363
0.725569988965362,66713
0.7245363369195673,67063
0.7239292608519011,67413
0.7237028788258661,67763
0.7233189354265613,68113
0.7232933009772803,68463
0.7229978565126053,68813
0.7221816509825073,69163
0.7221812503629931,69513
0.721777968060866,69863
0.7217779732900321,70213
0.7220568903544998,70563
0.7222458697748728,70913
0.7216368401551397,71263
0.7206758572835553,71613
0.7206399688511209,71963
0.7216503318453071,72313
0.7208568988769564,72663
0.7207827863219127,73013
0.7207415532910788,73363
0.7205468332473572,73713
0.7204635804834453,74063
0.7200827030238895,74413
0.719841666013822,74763
0.7200343664285921,75113
0.7198099650797687,75463
0.7203972584418209,75813
0.7203923833067305,76163
0.7208050369956214,76513
0.7209349883855024,76863
0.7205490198525857,77213
0.7209329778888974,77563
0.7209489718273446,77913
0.7205187289169959,78263
0.7195123828223887,78613
0.7197005736228692,78963
0.7202313584902232,79313
0.7195185120715358,79663
0.719029236381828,80013
0.7189997327800056,80363
0.7197860774780654,80713
0.7191517660443699,81063
0.7181772797648532,81413
0.718808810323794,81763
0.7184397883365433,82113
0.7188149554202579,82463
0.718872786544962,82813
0.7190533938111223,83163
0.7202796540969237,83513
0.7202333477292198,83863
0.7202135915622924,84213
0.7197910005835862,84563
0.7185015386706276,84913
0.7191570151134071,85263
0.7188987877557703,85613
0.718546786178105,85963
0.7182470267182568,86313
0.7190406208100779,86663
0.7201147244251691,87013
0.71991035701494,87363
0.7190064551415692,87713
0.7198760498260586,88063
0.7195225008789653,88413
0.7180374133109932,88763
0.7184501757370972,89113
0.718433765477409,89463
0.7169590960328278,89813
0.7172435476078234,90163
