QBC max disagreement KNNBasic neigh=15,x
0.8012495028267836,20160
0.7997011161557896,20510
0.7992775113769292,20860
0.7972474603651287,21210
0.7966394061459712,21560
0.7960885358928427,21910
0.7950222209245973,22260
0.7949380277357716,22610
0.794192235676548,22960
0.793775391105913,23310
0.7927745625847903,23660
0.7918375936221509,24010
0.7908477548238745,24360
0.7892853272153719,24710
0.7884551390608788,25060
0.7878688047206001,25410
0.7868221542154005,25760
0.786095691779528,26110
0.7849584654331253,26460
0.7844844157186776,26810
0.7835741078501324,27160
0.7828098052190768,27510
0.7813720421925947,27860
0.7799486200231006,28210
0.7792434053894832,28560
0.778481827778796,28910
0.7777755276797487,29260
0.7769199855122796,29610
0.7759180166172382,29960
0.7753855816903229,30310
0.7747267669277909,30660
0.7741172317172226,31010
0.7731466800044051,31360
0.7724864874252526,31710
0.7723592319516384,32060
0.7714862582122002,32410
0.7704242181007835,32760
0.7702787424713408,33110
0.7697231193110845,33460
0.769333198656354,33810
0.7689739240360697,34160
0.7687009059352252,34510
0.7672749586302906,34860
0.7668214965146013,35210
0.7661848402712074,35560
0.7653244265544301,35910
0.7649716147157231,36260
0.7649744305561329,36610
0.764260412546253,36960
0.7638198278089608,37310
0.7631182163503574,37660
0.7626437008698675,38010
0.7624245738011608,38360
0.7620483786274742,38710
0.7610537905386662,39060
0.7608965819433371,39410
0.7603774130912846,39760
0.7602505311231738,40110
0.7596128916098308,40460
0.7587395092800218,40810
0.7583532596513641,41160
0.7579766858775212,41510
0.7575677838699415,41860
0.7571299406683485,42210
0.7562565635674782,42560
0.7560348782493521,42910
0.7554728081814921,43260
0.7550549309087631,43610
0.7545138498332027,43960
0.7539391917811727,44310
0.753451561087367,44660
0.7529706540858329,45010
0.7520528521901496,45360
0.7515258249394248,45710
0.7511777665601042,46060
0.750671271085112,46410
0.7492842611159528,46760
0.7487904853071664,47110
0.7486484803686853,47460
0.7483131625086693,47810
0.7482071569855375,48160
0.7476889672585718,48510
0.7471703086451438,48860
0.7467535538843575,49210
0.74618778140864,49560
0.7454450815459547,49910
0.7442310675136814,50260
0.7438010932927539,50610
0.7437151032208865,50960
0.7431615764661096,51310
0.7422410434845578,51660
0.7417426022835898,52010
0.7400988859883779,52360
0.7398085114158738,52710
0.7392751969720538,53060
0.7381424878313164,53410
0.7371652301923275,53760
0.7365230537001789,54110
0.7360584318640475,54460
0.735416862358101,54810
0.7345926870405534,55160
0.7343196030101538,55510
0.7338832157076159,55860
0.7338365037588552,56210
0.733381576851928,56560
0.7333966679193316,56910
0.7325841948930017,57260
0.7321153991995306,57610
0.7318559709733221,57960
0.7314312582298502,58310
0.7306764103949456,58660
0.7303250282088618,59010
0.7299369814645251,59360
0.7296023950782587,59710
0.7291643783702436,60060
0.7290410632288755,60410
0.7284867543615258,60760
0.7283950579852677,61110
0.727129607865978,61460
0.7261668231868885,61810
0.7258567301487253,62160
0.7253238942533785,62510
0.7252240580038258,62860
0.7250172113933983,63210
0.7244419015178936,63560
0.7238390745736918,63910
0.7237964940403697,64260
0.7234340263994815,64610
0.7228340843990478,64960
0.7224505921205637,65310
0.721505534393878,65660
0.7199811167580431,66010
0.7192889652287127,66360
0.7183949852884817,66710
0.717995984127213,67060
0.7178877672733862,67410
0.7166749460679245,67760
0.7162784946441794,68110
0.7150301180715511,68460
0.7143836571172186,68810
0.7143124729105168,69160
0.7135919156246685,69510
0.713706075384987,69860
0.7132065250149239,70210
0.7125226234798286,70560
0.7125054265433993,70910
0.7112979020661447,71260
0.7108373333696323,71610
0.7090886894423084,71960
0.7087019030173142,72310
0.7082725543581474,72660
0.7076480174928081,73010
0.7082008506406603,73360
0.7076627532344015,73710
0.7079735224326714,74060
0.7079130374109561,74410
0.7066528611129603,74760
0.7066474283960368,75110
0.7055644288503469,75460
0.7057251867428577,75810
0.7056316875223236,76160
0.7056067851935263,76510
0.7053589340581163,76860
0.7048209230183248,77210
0.7048648446008152,77560
0.7042585015819296,77910
0.7038606994729412,78260
0.7039626307708319,78610
0.7040642069397872,78960
0.703532626835236,79310
0.7037622668227653,79660
0.7035201768092733,80010
0.7044710366411474,80360
0.7046238808495884,80710
0.7034818561190133,81060
0.7028039312433386,81410
0.7009679839904822,81760
0.7001714679392885,82110
0.7000444366018177,82460
0.6991135011770305,82810
0.6975448643393293,83160
0.6973998039536322,83510
0.6962188990260572,83860
0.6960597604327728,84210
0.6951194991094853,84560
0.6932993816825173,84910
0.693925238724265,85260
0.692506159557585,85610
0.6927784263624955,85960
0.6916568065332271,86310
0.6901330455024919,86660
0.6895489589074418,87010
0.6903689298683756,87360
0.6886283164364903,87710
0.6876336741614224,88060
0.6856658146386189,88410
0.68409458373898,88760
0.6853391357563158,89110
0.6841553487196327,89460
0.6825195745275855,89810
0.681511239115896,90160
